row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
- Lãi tiền vay,- Lãi tiền vay,- Lãi tiền vay,141.639.235.518,81.783.660.055,141639235518.0,81783660055.0
- Lỗ chênh lệch tỷ giá,- Lỗ chênh lệch tỷ giá,- Lỗ chênh lệch tỷ giá,79.645.893.773,55.634.314.685,79645893773.0,55634314685.0
"- Thanh toán LC, lãi chiết khấu...","- Thanh toán LC, lãi chiết khấu...","- Thanh toán LC, lãi chiết khấu...",74.021.279.034,57.997.581.018,74021279034.0,57997581018.0
- Hoàn nhập dự phòng giảm giá CK kinh doanh,- Hoàn nhập dự phòng giảm giá CK kinh doanh,- Hoàn nhập dự phòng giảm giá CK kinh doanh,,(47.299.000),,-47299000.0
- Chi phí phát hành trái phiếu,- Chi phí phát hành trái phiếu,- Chi phí phát hành trái phiếu,3.700.000.000,,3700000000.0,
- Chi phí khác,- Chi phí khác,- Chi phí khác,460.004.559,,460004559.0,
Cộng,Cộng,Cộng,299.466.412.884,195.368.256.758,299466412884.0,195368256758.0
6. THU NHẬP KHÁC,6. THU NHẬP KHÁC,6. THU NHẬP KHÁC,6. THU NHẬP KHÁC,6. THU NHẬP KHÁC,,
,,,Năm nay,Năm trước,,
"- Thu tiền bồi thường, phạt, hồ trợ phí vận chuyển...","6. THU NHẬP KHÁC > - Thu tiền bồi thường, phạt, hồ trợ phí vận chuyển...","- Thu tiền bồi thường, phạt, hồ trợ phí vận chuyển...",3.406.222.256,1.439.564.567,3406222256.0,1439564567.0
- Các khoản thu nhập khác,6. THU NHẬP KHÁC > - Các khoản thu nhập khác,- Các khoản thu nhập khác,73.716.926,184.135.785,73716926.0,184135785.0
Cộng,6. THU NHẬP KHÁC > Cộng,Cộng,3.479.939.182,1.623.700.352,3479939182.0,1623700352.0
7. CHI PHÍ KHÁC,7. CHI PHÍ KHÁC,7. CHI PHÍ KHÁC,7. CHI PHÍ KHÁC,7. CHI PHÍ KHÁC,,
,,,Năm nay,Năm trước,,
"- Chi phí thanh lý, nhượng bán TSCĐ","7. CHI PHÍ KHÁC > - Chi phí thanh lý, nhượng bán TSCĐ","- Chi phí thanh lý, nhượng bán TSCĐ",455.094.441,125.188.492,455094441.0,125188492.0
- Các khoản chi phí khác,7. CHI PHÍ KHÁC > - Các khoản chi phí khác,- Các khoản chi phí khác,2.676.391.644,1.147.583.998,2676391644.0,1147583998.0
Cộng,7. CHI PHÍ KHÁC > Cộng,Cộng,3.131.486.085,1.272.772.490,3131486085.0,1272772490.0
8. CHI PHÍ BÁN HÀNG VÀ CHI PHÍ QUẢN LÝ DOANH NGHIỆP,8. CHI PHÍ BÁN HÀNG VÀ CHI PHÍ QUẢN LÝ DOANH NGHIỆP,8. CHI PHÍ BÁN HÀNG VÀ CHI PHÍ QUẢN LÝ DOANH NGHIỆP,8. CHI PHÍ BÁN HÀNG VÀ CHI PHÍ QUẢN LÝ DOANH NGHIỆP,8. CHI PHÍ BÁN HÀNG VÀ CHI PHÍ QUẢN LÝ DOANH NGHIỆP,,
,,,Năm nay,Năm trước,,
8.1. Chi phí bán hàng,8.1. Chi phí bán hàng,8.1. Chi phí bán hàng,8.1. Chi phí bán hàng,8.1. Chi phí bán hàng,,
"- Chi phí nguyên, vật liệu","8.1. Chi phí bán hàng > - Chi phí nguyên, vật liệu","- Chi phí nguyên, vật liệu",2.593.101.605,393.251.747,2593101605.0,393251747.0
"- Chi phí công cụ, dụng cụ","8.1. Chi phí bán hàng > - Chi phí công cụ, dụng cụ","- Chi phí công cụ, dụng cụ",69.811.559,56.080.392,69811559.0,56080392.0
- Chi phí nhân công,8.1. Chi phí bán hàng > - Chi phí nhân công,- Chi phí nhân công,15.627.712.484,10.493.823.757,15627712484.0,10493823757.0
- Chi phí khấu hao,8.1. Chi phí bán hàng > - Chi phí khấu hao,- Chi phí khấu hao,2.958.863.232,1.875.054.941,2958863232.0,1875054941.0
- Chi phí dịch vụ mua ngoài,8.1. Chi phí bán hàng > - Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,19.465.741.954,4.302.754.837,19465741954.0,4302754837.0
- Chi phí bằng tiền khác,8.1. Chi phí bán hàng > - Chi phí bằng tiền khác,- Chi phí bằng tiền khác,121.004.859.707,78.025.914.982,121004859707.0,78025914982.0
Cộng,8.1. Chi phí bán hàng > Cộng,Cộng,161.720.090.541,95.146.880.656,161720090541.0,95146880656.0
8.2. Chi phí quản lý doanh nghiệp,8.2. Chi phí quản lý doanh nghiệp,8.2. Chi phí quản lý doanh nghiệp,8.2. Chi phí quản lý doanh nghiệp,8.2. Chi phí quản lý doanh nghiệp,,
"- Chi phí công cụ, dụng cụ","8.2. Chi phí quản lý doanh nghiệp > - Chi phí công cụ, dụng cụ","- Chi phí công cụ, dụng cụ",1.515.531.443,1.023.794.758,1515531443.0,1023794758.0
