row_label_raw,row_label_full,Khoản mục,Số phải thu đầu năm,Số phải nộp đầu năm,Số phải nộp trong năm,Số đã thực nộp trong năm,Số phải thu cuối năm,Số phải trả nộp cuối năm,numeric__Số phải thu đầu năm,numeric__Số phải nộp đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Số phải thu cuối năm,numeric__Số phải trả nộp cuối năm
- Thuế GTGT,- Thuế GTGT,- Thuế GTGT,125.614.659.708,-,1.353.547.282.617,1.549.229.245.915,321.296.623.006,-,125614659708.0,,1353547282617.0,1549229245915.0,321296623006.0,
- Thuế GTGT hàng nhập khẩu,- Thuế GTGT hàng nhập khẩu,- Thuế GTGT hàng nhập khẩu,3.261.454.904,-,562.954.938.561,516.445.930.714,-,43.247.552.943,3261454904.0,,562954938561.0,516445930714.0,,43247552943.0
- Thuế xuất nhập khẩu (*),- Thuế xuất nhập khẩu (*),- Thuế xuất nhập khẩu (*),144.959.324,-,44.316.475.240,37.042.214.563,-,7.129.301.353,144959324.0,,44316475240.0,37042214563.0,,7129301353.0
- Thuế TNDN,- Thuế TNDN,- Thuế TNDN,-,2.204.216.948,89.995.715.745,34.514.676.482,-,57.685.256.211,,2204216948.0,89995715745.0,34514676482.0,,57685256211.0
- Thuế TNCN,- Thuế TNCN,- Thuế TNCN,-,240.337.681,4.849.129.382,4.438.934.262,-,650.532.801,,240337681.0,4849129382.0,4438934262.0,,650532801.0
"- Thuế, phí, lệ phí khác","- Thuế, phí, lệ phí khác","- Thuế, phí, lệ phí khác",-,-,399.118.478,399.118.478,-,-,,,399118478.0,399118478.0,,
Cộng,Cộng,Cộng,129.021.073.936,2.444.554.629,2.056.062.660.023,2.142.070.120.414,321.296.623.006,108.712.643.308,129021073936.0,2444554629.0,2056062660023.0,2142070120414.0,321296623006.0,108712643308.0
