row_label_raw,row_label_full,col_0,Sô cuối năm,Sô dâu năm,numeric__Sô cuối năm,numeric__Sô dâu năm
13.1. Ngắn hạn,13.1. Ngắn hạn,13.1. Ngắn hạn,13.1. Ngắn hạn,13.1. Ngắn hạn,,
Phải trả người bán ngắn hạn trong nước,13.1. Ngắn hạn > Phải trả người bán ngắn hạn trong nước,Phải trả người bán ngắn hạn trong nước,338.902.031.357,766.964.109.906,338902031357.0,766964109906.0
Phải trả người bán ngắn hạn ngoài nước,13.1. Ngắn hạn > Phải trả người bán ngắn hạn ngoài nước,Phải trả người bán ngắn hạn ngoài nước,90.100.280.041,112.401.562.646,90100280041.0,112401562646.0
Phải trả người bán ngắn hạn - công ty con,13.1. Ngắn hạn > Phải trả người bán ngắn hạn - công ty con,Phải trả người bán ngắn hạn - công ty con,11.637.019.115,,11637019115.0,
Cộng,13.1. Ngắn hạn > Cộng,Cộng,440.639.330.513,879.365.672.552,440639330513.0,879365672552.0
13.2. Dài hạn,13.2. Dài hạn,13.2. Dài hạn,13.2. Dài hạn,13.2. Dài hạn,,
13.3. Số nợ quá hạn chưa thanh toán,13.3. Số nợ quá hạn chưa thanh toán,13.3. Số nợ quá hạn chưa thanh toán,13.3. Số nợ quá hạn chưa thanh toán,13.3. Số nợ quá hạn chưa thanh toán,,
13.4. Phải trả người bán là các bên liên quan:,13.4. Phải trả người bán là các bên liên quan:,13.4. Phải trả người bán là các bên liên quan:,13.4. Phải trả người bán là các bên liên quan:,13.4. Phải trả người bán là các bên liên quan:,,
