row_label_raw,row_label_full,STT,Các bên liên quan,Mối quan hệ,Nội dung giao dịch,Số tiền > Năm nay,Số tiền > Năm trước,numeric__Các bên liên quan,numeric__Mối quan hệ,numeric__Nội dung giao dịch,numeric__Số tiền > Năm nay,numeric__Số tiền > Năm trước
1,1,1,Công ty cổ phần FPT,Cổ đông lớn(20% Vốn điều lệ),"Phí dịch vụ in SổCNSHCP, phí dịch vụ trả hộ cổ tức, Phí lưu ký",149.459.554,131.783.870,,,,149459554.0,131783870.0
2,2,2,Công ty Cổ phần Viễn Thông FPT,Bên có liên quan,"Dịch vụ viễn thông, dịch vụ tư vấn tổ chức Đại hội đồng cổ đông",168.300.000,168.300.000,,,,168300000.0,168300000.0
3,3,3,Công ty TNHH Hệ thống thông tin FPT,Bên có liên quan,Dịch vụ viễn thông,926.317.013,446.295.300,,,,926317013.0,446295300.0
4,4,4,CN Công ty TNHH MTV Viễn thông Quốc tế FPT,Bên có liên quan,Dịch vụ viễn thông,2.966.429.104,941.157.800,,,,2966429104.0,941157800.0
5,5,5,Công ty TNHH MTV viễn thông quốc tế FPT,Bên có liên quan,Dịch vụ viễn thông,34.530.954,39.259.980,,,,34530954.0,39259980.0
6,6,6,Chi Nhánh Công ty Cổ Phần Viễn Thông FPT,Bên có liên quan,Thiết bị tin học,90.038.666,99.000.000,,,,90038666.0,99000000.0
7,7,7,Chi nhánh Đà Nẵng - Công ty CP Viễn Thông FPT,Bên có liên quan,Dịch vụ viễn thông,165.000,-,,,,165000.0,
