row_label_raw,row_label_full,A. 7.4. Dự phòng suy giảm giá trị tài sản tài chính và tài sản nhận thế chấp,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Dự phòng giảm giá tài sản tài chính,Dự phòng giảm giá tài sản tài chính,Dự phòng giảm giá tài sản tài chính,(10.885.622.304),(10.885.787.729),-10885622304.0,-10885787729.0
Dự phòng suy giảm - Cho vay hoạt động ký quỹ,Dự phòng suy giảm - Cho vay hoạt động ký quỹ,Dự phòng suy giảm - Cho vay hoạt động ký quỹ,(10.885.622.304),(10.885.787.729),-10885622304.0,-10885787729.0
Cộng,Cộng,Cộng,,,,
A. 7.5. Các khoản phải thu,A. 7.5. Các khoản phải thu,A. 7.5. Các khoản phải thu,Số cuối năm,Số đầu năm,,
"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư","A. 7.5. Các khoản phải thu > A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư","A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư",399.189.199,102.088.528,399189199.0,102088528.0
- Phải thu tiền lãi - giao dịch ứng trước tiền bán CK của nhà đầu tư,A. 7.5. Các khoản phải thu > - Phải thu tiền lãi - giao dịch ứng trước tiền bán CK của nhà đầu tư,- Phải thu tiền lãi - giao dịch ứng trước tiền bán CK của nhà đầu tư,8.895.440.912,7.102.377.719,8895440912.0,7102377719.0
- Dự thu phí giao dịch ký quỹ và lãi các khoản tiền gửi có kỳ hạn,A. 7.5. Các khoản phải thu > - Dự thu phí giao dịch ký quỹ và lãi các khoản tiền gửi có kỳ hạn,- Dự thu phí giao dịch ký quỹ và lãi các khoản tiền gửi có kỳ hạn,9.294.630.111,7.204.466.247,9294630111.0,7204466247.0
Cộng,Cộng,Cộng,,,,
A. 7.5.2. Phải thu hoạt động Margin,Cộng > A. 7.5.2. Phải thu hoạt động Margin,A. 7.5.2. Phải thu hoạt động Margin,2.223.220.795.799,1.708.255.790.726,2223220795799.0,1708255790726.0
A. 7.5.3. Phải thu các dịch vụ CTCK cung cấp,Cộng > A. 7.5.3. Phải thu các dịch vụ CTCK cung cấp,A. 7.5.3. Phải thu các dịch vụ CTCK cung cấp,2.389.971.518,1.548.651.357,2389971518.0,1548651357.0
7.5.3.1 Phải thu phí môi giới chứng khoán qua các Sở GD,Cộng > 7.5.3.1 Phải thu phí môi giới chứng khoán qua các Sở GD,7.5.3.1 Phải thu phí môi giới chứng khoán qua các Sở GD,1.510.771.518,447.381.357,1510771518.0,447381357.0
7.5.3.2 Phải thu phí môi giới chứng khoán không qua các Sở GD,7.5.3.2 Phải thu phí môi giới chứng khoán không qua các Sở GD,7.5.3.2 Phải thu phí môi giới chứng khoán không qua các Sở GD,,,,
7.5.3.3 Phải thu hoạt động tư vấn đầu tư CK,7.5.3.3 Phải thu hoạt động tư vấn đầu tư CK,7.5.3.3 Phải thu hoạt động tư vấn đầu tư CK,,,,
7.5.3.4 Phải thu hoạt động tư vấn khác,7.5.3.3 Phải thu hoạt động tư vấn đầu tư CK > 7.5.3.4 Phải thu hoạt động tư vấn khác,7.5.3.4 Phải thu hoạt động tư vấn khác,879.200.000,1.101.259.000,879200000.0,1101259000.0
7.5.3.5 Phải thu hoạt động lưu ký chứng khoán,7.5.3.5 Phải thu hoạt động lưu ký chứng khoán,7.5.3.5 Phải thu hoạt động lưu ký chứng khoán,,,,
7.5.3.6 Phải thu dịch vụ khác,7.5.3.5 Phải thu hoạt động lưu ký chứng khoán > 7.5.3.6 Phải thu dịch vụ khác,7.5.3.6 Phải thu dịch vụ khác,,11.000,,11000.0
A. 7.5.4. Phải thu về lỗi giao dịch chứng khoán,A. 7.5.4. Phải thu về lỗi giao dịch chứng khoán,A. 7.5.4. Phải thu về lỗi giao dịch chứng khoán,,,,
A. 7.5.5. Phải thu khác,A. 7.5.4. Phải thu về lỗi giao dịch chứng khoán > A. 7.5.5. Phải thu khác,A. 7.5.5. Phải thu khác,1.213.611.431,348.007.472,1213611431.0,348007472.0
