row_label_raw,row_label_full,STT,Chi tiết chi phí khác,Năm nay,Năm trước,numeric__Chi tiết chi phí khác,numeric__Năm nay,numeric__Năm trước
1,1,1,Phạt do vi phạm hành chính,81.787.852,100.000.000,,81787852.0,100000000.0
2,2,2,Chi phí Token card,136.567.248,48.311.812,,136567248.0,48311812.0
3,3,3,Phí chuyển tiền của NDT,1.062.934.275,1.203.876.686,,1062934275.0,1203876686.0
4,4,4,Chi phí khác,21.136.114.108,14.986.068.282,,21136114108.0,14986068282.0
,,,Cộng,22.417.403.483,16.338.256.780,,22417403483.0,16338256780.0
