row_label_raw,row_label_full,A.7.7. Hàng tồn kho- Vật tư văn phòng,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
A.7.7. Hàng tồn kho- Vật tư văn phòng,A.7.7. Hàng tồn kho- Vật tư văn phòng,A.7.7. Hàng tồn kho- Vật tư văn phòng,1.412.948.822,951.388.523,1412948822.0,951388523.0
Cộng,Cộng,Cộng,1.412.948.822,951.388.523,1412948822.0,951388523.0
"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)",Số cuối năm,Số đầu năm,,
"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...) > A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)",1.308.232.311,1.197.635.483,1308232311.0,1197635483.0
"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...) > A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)",1.308.232.311,1.197.635.483,1308232311.0,1197635483.0
"b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữanhà cửa...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...) > b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữanhà cửa...)","b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữanhà cửa...)",639.866.079,1.056.859.734,639866079.0,1056859734.0
"b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữanhà cửa...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...) > b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữanhà cửa...)","b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữanhà cửa...)",639.866.079,1.056.859.734,639866079.0,1056859734.0
Cộng,"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...) > Cộng",Cộng,1.948.098.390,2.254.495.217,1948098390.0,2254495217.0
A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,Số cuối năm,Số đầu năm,,
A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ > A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,10.120.000.000,10.120.000.000,10120000000.0,10120000000.0
