row_label_raw,row_label_full,A.7.1. Tiền và các khoản tương đương tiền,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
- Tiền mặt tại quỹ,- Tiền mặt tại quỹ,- Tiền mặt tại quỹ,141.285.440,232.515.213,141285440.0,232515213.0
- Tiền gửi ngân hàng cho hoạt động CTCK,- Tiền gửi ngân hàng cho hoạt động CTCK,- Tiền gửi ngân hàng cho hoạt động CTCK,96.224.004.540,50.047.641.971,96224004540.0,50047641971.0
- Các khoản tương đương tiền,- Các khoản tương đương tiền,- Các khoản tương đương tiền,110.000.000.000,,110000000000.0,
Công,Công,Công,206.365.289.980,50.280.157.184,206365289980.0,50280157184.0
