row_label_raw,row_label_full,Các loại doanh thu hoạt động khác,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
1. Từ tài sản tài chính FVTPL,1. Từ tài sản tài chính FVTPL,1. Từ tài sản tài chính FVTPL,17.707.669.205,37.555.024.926,17707669205.0,37555024926.0
1.1 Cổ tức và lãi trái phiếu,1.1 Cổ tức và lãi trái phiếu,1.1 Cổ tức và lãi trái phiếu,1.552.710.299,29.202.230.405,1552710299.0,29202230405.0
1.2 Lãi tiền gửi có kỳ hạn,1.2 Lãi tiền gửi có kỳ hạn,1.2 Lãi tiền gửi có kỳ hạn,16.154.958.906,8.352.794.521,16154958906.0,8352794521.0
2. Từ tài sản tài chính HTM,2. Từ tài sản tài chính HTM,2. Từ tài sản tài chính HTM,,,,
3. Từ các khoản cho vay,2. Từ tài sản tài chính HTM > 3. Từ các khoản cho vay,3. Từ các khoản cho vay,189.864.272.706,201.887.106.543,189864272706.0,201887106543.0
4. Từ AFS,4. Từ AFS,4. Từ AFS,,,,
Tổng cộng,4. Từ AFS > Tổng cộng,Tổng cộng,207.571.941.911,239.442.131.469,207571941911.0,239442131469.0
