row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,,,,224.0,,,
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,A.7.11,19.383.703.274,18.974.457.727,227.0,,19383703274.0,18974457727.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,44.504.623.169,43.683.737.761,228.0,,44504623169.0,43683737761.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),229a,,(25.120.919.895),(24.709.280.034),,,-25120919895.0,-24709280034.0
IV. Chi phí xây dựng cơ bản dở dang,IV. Chi phí xây dựng cơ bản dở dang,IV. Chi phí xây dựng cơ bản dở dang,240,,,,240.0,,,
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,250,,31.533.457.099,31.925.368.348,250.0,,31533457099.0,31925368348.0
"1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn","1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn","1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn",251,,854.750.570,849.750.570,251.0,,854750570.0,849750570.0
2. Chi phí trả trước dài hạn,2. Chi phí trả trước dài hạn,2. Chi phí trả trước dài hạn,252,A.7.8b,639.866.079,1.056.859.734,252.0,,639866079.0,1056859734.0
4. Tiền nộp quỹ Hỗ trợ thanh toán,4. Tiền nộp quỹ Hỗ trợ thanh toán,4. Tiền nộp quỹ Hỗ trợ thanh toán,254,A.7.9,30.038.840.450,30.018.758.044,254.0,,30038840450.0,30018758044.0
VI. Dự phòng suy giảm giá trị tài sản dài hạn,VI. Dự phòng suy giảm giá trị tài sản dài hạn,VI. Dự phòng suy giảm giá trị tài sản dài hạn,260,,,,260.0,,,
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,3.395.722.971.672,2.523.654.562.666,270.0,,3395722971672.0,2523654562666.0
