row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
A. TÀI SẢN NGÁN HẠN (100 = 110 + 130),A. TÀI SẢN NGÁN HẠN (100 = 110 + 130),A. TÀI SẢN NGÁN HẠN (100 = 110 + 130),100,,3.202.937.770.016,2.325.137.952.302,100.0,,3202937770016.0,2325137952302.0
I. Tài sản tài chính,I. Tài sản tài chính,I. Tài sản tài chính,110,,3.198.995.076.427,2.322.305.439.018,110.0,,3198995076427.0,2322305439018.0
1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,111,A.7.1,206.365.289.980,50.280.157.184,111.0,,206365289980.0,50280157184.0
1.1. Tiền,1.1. Tiền,1.1. Tiền,111.1,,96.365.289.980,50.280.157.184,1111.0,,96365289980.0,50280157184.0
1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,111.2,,110.000.000.000,,1112.0,,110000000000.0,
2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),112,A.7.3.1,508.640.853.484,470.351.407.947,112.0,,508640853484.0,470351407947.0
4. Các khoản cho vay,4. Các khoản cho vay,4. Các khoản cho vay,114,A.7.3.2,2.478.957.442.207,1.803.294.121.910,114.0,,2478957442207.0,1803294121910.0
6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,116,A.7.4,(10.885.622.304),(10.885.787.729),116.0,,-10885622304.0,-10885787729.0
7. Các khoản phải thu,7. Các khoản phải thu,7. Các khoản phải thu,117,,9.294.630.111,7.204.466.247,117.0,,9294630111.0,7204466247.0
"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",117.2,A.7.5.1,9.294.630.111,7.204.466.247,1172.0,,9294630111.0,7204466247.0
"7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận",117.3,,399.189.199,102.088.528,1173.0,,399189199.0,102088528.0
"7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",117.4,,8.895.440.912,7.102.377.719,1174.0,,8895440912.0,7102377719.0
8. Trả trước cho người bán,8. Trả trước cho người bán,8. Trả trước cho người bán,118,,3.097.550.000,215.014.630,118.0,,3097550000.0,215014630.0
9. Phải thu các dịch vụ CTCK cung cấp,9. Phải thu các dịch vụ CTCK cung cấp,9. Phải thu các dịch vụ CTCK cung cấp,119,A.7.5.3,2.389.971.518,1.548.651.357,119.0,,2389971518.0,1548651357.0
12. Các khoản phải thu khác,12. Các khoản phải thu khác,12. Các khoản phải thu khác,122,A.7.5.5,1.213.611.431,348.007.472,122.0,,1213611431.0,348007472.0
13. Dự phòng suy giảm giá trị các khoản phải thu (*),13. Dự phòng suy giảm giá trị các khoản phải thu (*),13. Dự phòng suy giảm giá trị các khoản phải thu (*),129,A.7.6,(78.650.000),(50.600.000),129.0,,-78650000.0,-50600000.0
II. Tài sản ngắn hạn khác,II. Tài sản ngắn hạn khác,II. Tài sản ngắn hạn khác,130,,3.942.693.589,2.832.513.284,130.0,,3942693589.0,2832513284.0
1. Tạm ứng,1. Tạm ứng,1. Tạm ứng,131,,,,131.0,,,
"2. Vật tư văn phòng, công cụ, dụng cụ","2. Vật tư văn phòng, công cụ, dụng cụ","2. Vật tư văn phòng, công cụ, dụng cụ",132,A.7.7,1.412.948.822,951.388.523,132.0,,1412948822.0,951388523.0
3. Chi phí trả trước ngắn hạn,3. Chi phí trả trước ngắn hạn,3. Chi phí trả trước ngắn hạn,133,A.7.8a,1.308.232.311,1.197.635.483,133.0,,1308232311.0,1197635483.0
"4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn","4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn","4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn",134,,108.800.000,8.800.000,134.0,,108800000.0,8800000.0
5. Thuế giá trị gia tăng được khấu trừ,5. Thuế giá trị gia tăng được khấu trừ,5. Thuế giá trị gia tăng được khấu trừ,135,,,291.453.289,135.0,,,291453289.0
6. Thuế và các khoản phải thu Nhà nước,6. Thuế và các khoản phải thu Nhà nước,6. Thuế và các khoản phải thu Nhà nước,136,,1.112.712.456,383.235.989,136.0,,1112712456.0,383235989.0
B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),200,,192.785.201.656,198.516.610.364,200.0,,192785201656.0,198516610364.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,161.251.744.557,166.591.242.016,220.0,,161251744557.0,166591242016.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,A.7.10,141.868.041.283,147.616.784.289,221.0,,141868041283.0,147616784289.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,223.308.742.183,218.681.180.749,222.0,,223308742183.0,218681180749.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),223a,,(81.440.700.900),(71.064.396.460),,,-81440700900.0,-71064396460.0
