row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
C. NỘ PHẢI TRẢ (300 = 310 + 340),C. NỘ PHẢI TRẢ (300 = 310 + 340),C. NỘ PHẢI TRẢ (300 = 310 + 340),300,,1.193.556.748.441,412.633.077.351,300.0,,1193556748441.0,412633077351.0
I. Nợ phải trả ngắn hạn,I. Nợ phải trả ngắn hạn,I. Nợ phải trả ngắn hạn,310,,1.193.556.748.441,412.633.077.351,310.0,,1193556748441.0,412633077351.0
1. Vay và nợ thuê tài chính ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,311,A.7.28,597.000.000.000,361.500.000.000,311.0,,597000000000.0,361500000000.0
1.1.Vay ngắn hạn,1.1.Vay ngắn hạn,1.1.Vay ngắn hạn,312,,597.000.000.000,361.500.000.000,312.0,,597000000000.0,361500000000.0
1.2. Nợ thuê tài chính ngắn hạn,1.2. Nợ thuê tài chính ngắn hạn,1.2. Nợ thuê tài chính ngắn hạn,313,,,,313.0,,,
8. Phải trả người bán ngắn hạn,8. Phải trả người bán ngắn hạn,8. Phải trả người bán ngắn hạn,320,A.7.26,434.560.728,462.956.033,320.0,,434560728.0,462956033.0
9. Người mua trả tiền trước ngắn hạn,9. Người mua trả tiền trước ngắn hạn,9. Người mua trả tiền trước ngắn hạn,321,,1.885.250.000,2.154.775.000,321.0,,1885250000.0,2154775000.0
10. Thuế và các khoản phải nộp Nhà nước,10. Thuế và các khoản phải nộp Nhà nước,10. Thuế và các khoản phải nộp Nhà nước,322,A.7.24,27.228.135.610,12.568.232.385,322.0,,27228135610.0,12568232385.0
11. Phải trả người lao động,11. Phải trả người lao động,11. Phải trả người lao động,323,,12.594.331.039,7.666.368.000,323.0,,12594331039.0,7666368000.0
12. Các khoản trích nộp phúc lợi nhân viên,12. Các khoản trích nộp phúc lợi nhân viên,12. Các khoản trích nộp phúc lợi nhân viên,324,,1.181.756.946,953.203.375,324.0,,1181756946.0,953203375.0
13. Chi phí phải trả ngắn hạn,13. Chi phí phải trả ngắn hạn,13. Chi phí phải trả ngắn hạn,325,A.7.25,8.331.945.679,2.820.268.528,325.0,,8331945679.0,2820268528.0
"17. Các khoản phải trả, phải nộp khác ngắn hạn","17. Các khoản phải trả, phải nộp khác ngắn hạn","17. Các khoản phải trả, phải nộp khác ngắn hạn",329,A.7.27,525.992.345.017,4.921.827.524,329.0,,525992345017.0,4921827524.0
18. Dự phòng phải trả ngắn hạn,18. Dự phòng phải trả ngắn hạn,18. Dự phòng phải trả ngắn hạn,330,,,,330.0,,,
"19. Quỹ khen thưởng, phúc lợi","19. Quỹ khen thưởng, phúc lợi","19. Quỹ khen thưởng, phúc lợi",331,,18.908.423.422,19.585.446.506,331.0,,18908423422.0,19585446506.0
20. Giao dịch mua bán lại trái phiếu Chính phủ,20. Giao dịch mua bán lại trái phiếu Chính phủ,20. Giao dịch mua bán lại trái phiếu Chính phủ,332,,,,332.0,,,
II. Nợ phải trả dài hạn,II. Nợ phải trả dài hạn,II. Nợ phải trả dài hạn,340,,,,340.0,,,
D. VỐN CHỦ SỞ HỮU (400 = 410 + 420),D. VỐN CHỦ SỞ HỮU (400 = 410 + 420),D. VỐN CHỦ SỞ HỮU (400 = 410 + 420),400,,2.202.166.223.231,2.111.021.485.315,400.0,,2202166223231.0,2111021485315.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,,2.202.166.223.231,2.111.021.485.315,410.0,,2202166223231.0,2111021485315.0
1. Vốn đầu tư của chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,411,,1.404.111.445.700,1.404.110.636.400,411.0,,1404111445700.0,1404110636400.0
1.1.Vốn góp của chủ sở hữu,1.1.Vốn góp của chủ sở hữu,1.1.Vốn góp của chủ sở hữu,411.1,,1.322.673.490.000,1.202.440.510.000,4111.0,,1322673490000.0,1202440510000.0
a. Cổ phiếu phổ thông có quyền biểu quyết,a. Cổ phiếu phổ thông có quyền biểu quyết,a. Cổ phiếu phổ thông có quyền biểu quyết,411.1a,,1.322.673.490.000,1.202.440.510.000,,,1322673490000.0,1202440510000.0
b. Cổ phiếu ưu đãi,b. Cổ phiếu ưu đãi,b. Cổ phiếu ưu đãi,411.1b,,,,,,,
1.2. Thặng dư vốn cổ phần,b. Cổ phiếu ưu đãi > 1.2. Thặng dư vốn cổ phần,1.2. Thặng dư vốn cổ phần,411.2,,81.443.997.650,201.678.133.850,4112.0,,81443997650.0,201678133850.0
1.3. Quyền chọn chuyển đổi trái phiếu-Cấu phần vốn,b. Cổ phiếu ưu đãi > 1.3. Quyền chọn chuyển đổi trái phiếu-Cấu phần vốn,1.3. Quyền chọn chuyển đổi trái phiếu-Cấu phần vốn,411.3,,,,4113.0,,,
1.4. Vốn khác của chủ sở hữu,b. Cổ phiếu ưu đãi > 1.4. Vốn khác của chủ sở hữu,1.4. Vốn khác của chủ sở hữu,411.4,,,,4114.0,,,
1.5. Cổ phiếu quỹ (*),b. Cổ phiếu ưu đãi > 1.5. Cổ phiếu quỹ (*),1.5. Cổ phiếu quỹ (*),411.5,,(6.041.950),(8.007.450),4115.0,,-6041950.0,-8007450.0
2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,b. Cổ phiếu ưu đãi > 2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,412,,,,412.0,,,
3. Chênh lệch tỷ giá hối đoái,b. Cổ phiếu ưu đãi > 3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,413,,,,413.0,,,
4. Quỹ dự trữ bổ sung vốn điều lệ,b. Cổ phiếu ưu đãi > 4. Quỹ dự trữ bổ sung vốn điều lệ,4. Quỹ dự trữ bổ sung vốn điều lệ,414,,79.358.651.981,69.718.084.750,414.0,,79358651981.0,69718084750.0
5. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,b. Cổ phiếu ưu đãi > 5. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,5. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,415,,79.356.501.981,69.718.084.750,415.0,,79356501981.0,69718084750.0
6. Các Quỹ khác thuộc vốn chủ sở hữu,b. Cổ phiếu ưu đãi > 6. Các Quỹ khác thuộc vốn chủ sở hữu,6. Các Quỹ khác thuộc vốn chủ sở hữu,416,,,,416.0,,,
7. Lợi nhuận chưa phân phối,b. Cổ phiếu ưu đãi > 7. Lợi nhuận chưa phân phối,7. Lợi nhuận chưa phân phối,417,A.7.32,639.339.623.569,567.474.679.415,417.0,,639339623569.0,567474679415.0
7.1.Lợi nhuận đã thực hiện,b. Cổ phiếu ưu đãi > 7.1.Lợi nhuận đã thực hiện,7.1.Lợi nhuận đã thực hiện,417.1,,395.337.806.819,293.825.405.0270,4171.0,,395337806819.0,2938254050270.0
7.2.Lợi nhuận chưa thực hiện,b. Cổ phiếu ưu đãi > 7.2.Lợi nhuận chưa thực hiện,7.2.Lợi nhuận chưa thực hiện,417.2,,244.001.816.750,273.649.274.388,4172.0,,244001816750.0,273649274388.0
II. Nguồn kinh phí và quỹ khác,b. Cổ phiếu ưu đãi > II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,420,,,,420.0,,,
TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU (440=300+400),b. Cổ phiếu ưu đãi > TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU (440=300+400),TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU (440=300+400),440,,3.395.722.971.672,2.523.654.562.666,440.0,,3395722971672.0,2523654562666.0
