row_label_raw,row_label_full,Tài sản FVTPL,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý
"Cô phiếu niêm yết, đăng ký GD","Cô phiếu niêm yết, đăng ký GD","Cô phiếu niêm yết, đăng ký GD",14.628.932.563,258.630.749.313,14.695.643.726,288.344.918.114,14628932563.0,258630749313.0,14695643726.0,288344918114.0
Cô phiếu chưa niêm yết,Cô phiếu chưa niêm yết,Cô phiếu chưa niêm yết,2.010.104.171,2.010.104.171,2.006.489.833,2.006.489.833,2010104171.0,2010104171.0,2006489833.0,2006489833.0
Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,70.000.000.000,70.000.000.000,,,70000000000.0,70000000000.0,,
Tiền gửi có kỳ hạn cố định,Tiền gửi có kỳ hạn cố định,Tiền gửi có kỳ hạn cố định,178.000.000.000,178.000.000.000,180.000.000.000,180.000.000.000,178000000000.0,178000000000.0,180000000000.0,180000000000.0
Công,Công,Công,264.639.036.734,508.640.853.484,196.702.133.559,470.351.407.947,264639036734.0,508640853484.0,196702133559.0,470351407947.0
