row_label_raw,row_label_full,Bên liên quan > Vay dài hạn (Thuyết minh số 20),Mối quan hệ > Vay dài hạn (Thuyết minh số 20),Nội dung nghiệp vụ > Vay dài hạn (Thuyết minh số 20),Số cuối năm > Vay dài hạn (Thuyết minh số 20),Đơn vị tính: VND > Số đầu năm > Vay dài hạn (Thuyết minh số 20),numeric__Mối quan hệ > Vay dài hạn (Thuyết minh số 20),numeric__Nội dung nghiệp vụ > Vay dài hạn (Thuyết minh số 20),numeric__Số cuối năm > Vay dài hạn (Thuyết minh số 20),numeric__Đơn vị tính: VND > Số đầu năm > Vay dài hạn (Thuyết minh số 20)
Công ty Cổ phần Khu Công nghiệp Sài Gòn - Bắc Giang (i),Công ty Cổ phần Khu Công nghiệp Sài Gòn - Bắc Giang (i),Công ty Cổ phần Khu Công nghiệp Sài Gòn - Bắc Giang (i),Công ty con,Vay dài hạn,1.121.270.710.252,92.270.710.252,,,1121270710252.0,92270710252.0
Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng (ii),Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng (ii),Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng (ii),Công ty con,Vay dài hạn,374.888.427.042,67.888.427.042,,,374888427042.0,67888427042.0
Công ty Cổ phần Đầu tư và Phát triển hạ tầng Khu công nghệ cao Sài Gòn (iii),Công ty Cổ phần Đầu tư và Phát triển hạ tầng Khu công nghệ cao Sài Gòn (iii),Công ty Cổ phần Đầu tư và Phát triển hạ tầng Khu công nghệ cao Sài Gòn (iii),Công ty có chung thành viên quản lý chủ chốt,Vay dài hạn,30.000.000.000,30.000.000.000,,,30000000000.0,30000000000.0
,,,,,1.526.159.137.294,190.159.137.294,,,1526159137294.0,190159137294.0
