row_label_raw,row_label_full,Mã > KBCbond1-2017 > KBCbond2019-03 > KBCbond2019-02 > KBCbond2019-06 > KBCbond2019-05 > KBC2020.200 > KBC2020.VB > KBC2020.DC > KBCH2022003,Loại trái phiếu > Trái phiếu doanh nghiệp phát hành cho BIDV Bắc Sài Gòn > Trái phiếu doanh nghiệp phát hành cho các đối tượng,Số lượng trái phiếu > 180 > 2.000.000 > 200.000 > 2.000.000 > 4.000.000 > 2.000.000,Mệnh giá VND > 1.000.000.000 > 100.000 > 1.000.000 > 100.000,Giá trị VND > 180.000.000.000 > 200.000.000.000 > 400.000.000.000 > 200.000.000.000,"Lãi suất trong năm > 9,30% > 10,30% > 9,95% > 10,80% > 10,5% > 10,8% > 11,00% > 10,50%",Thời hạn trái phiếu > 21 tháng 11 năm 2022 > 5 tháng 1 năm 2021 > 15 tháng 4 năm 2021 > 6 tháng 6 năm 2021 > 28 tháng 6 năm 2021 > 8 tháng 5 năm 2022 > 23 tháng 6 năm 2022 > 28 tháng 1 năm 2022 > 28 tháng 2 năm 2022,"Tài sản đảm bảo > Toán bộ vốn góp tại Công ty TNHH Một thành viên Đầu tư Kinh Bắc – Đà Nẵng, quyền sử dụng đất tại 84 Hùng Vương, phường Hải Châu 1, quận Hải Châu, thành phố Đà Nẵng > 700.000 cổ phiếu của Công ty Cổ phần Khu Công nghiệp Sài Gòn – Hải Phòng > 26.000.000 cổ phiếu của Công ty > 420.000 cổ phiếu phổ thông của Công ty Cổ phần Khu Công nghiệp Sài Gòn – Hải Phòng > 800.000 cổ phiếu của Công ty Cổ phần Khu Công nghiệp Sài Gòn – Hải Phòng > 1.309.000 cổ phiếu của Công ty Cổ phần Khu Công nghiệp Sài Gòn - Bắc Giang > Các công trình trên đất (bao gồm nhà xưởng sản xuất, văn phòng), giá trị đầu tư cơ sở hạ tầng tại Khu Công nghiệp Quế Võ hiện hữu, Khu Công nghiệp Quế Võ mở rộng và Khu Công nghiệp Quang Châu > 1.680.000 cổ phiếu phổ thông của Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng > Các công trình trên đất (bao gồm nhà xưởng sản xuất, văn phòng), giá trị đầu tư cơ sở hạ tầng tại Khu Công nghiệp Quế Võ hiện hữu và Khu Công nghiệp Quế Võ mở rộng",numeric__Loại trái phiếu > Trái phiếu doanh nghiệp phát hành cho BIDV Bắc Sài Gòn > Trái phiếu doanh nghiệp phát hành cho các đối tượng,numeric__Số lượng trái phiếu > 180 > 2.000.000 > 200.000 > 2.000.000 > 4.000.000 > 2.000.000,numeric__Mệnh giá VND > 1.000.000.000 > 100.000 > 1.000.000 > 100.000,numeric__Giá trị VND > 180.000.000.000 > 200.000.000.000 > 400.000.000.000 > 200.000.000.000,"numeric__Lãi suất trong năm > 9,30% > 10,30% > 9,95% > 10,80% > 10,5% > 10,8% > 11,00% > 10,50%",numeric__Thời hạn trái phiếu > 21 tháng 11 năm 2022 > 5 tháng 1 năm 2021 > 15 tháng 4 năm 2021 > 6 tháng 6 năm 2021 > 28 tháng 6 năm 2021 > 8 tháng 5 năm 2022 > 23 tháng 6 năm 2022 > 28 tháng 1 năm 2022 > 28 tháng 2 năm 2022,"numeric__Tài sản đảm bảo > Toán bộ vốn góp tại Công ty TNHH Một thành viên Đầu tư Kinh Bắc – Đà Nẵng, quyền sử dụng đất tại 84 Hùng Vương, phường Hải Châu 1, quận Hải Châu, thành phố Đà Nẵng > 700.000 cổ phiếu của Công ty Cổ phần Khu Công nghiệp Sài Gòn – Hải Phòng > 26.000.000 cổ phiếu của Công ty > 420.000 cổ phiếu phổ thông của Công ty Cổ phần Khu Công nghiệp Sài Gòn – Hải Phòng > 800.000 cổ phiếu của Công ty Cổ phần Khu Công nghiệp Sài Gòn – Hải Phòng > 1.309.000 cổ phiếu của Công ty Cổ phần Khu Công nghiệp Sài Gòn - Bắc Giang > Các công trình trên đất (bao gồm nhà xưởng sản xuất, văn phòng), giá trị đầu tư cơ sở hạ tầng tại Khu Công nghiệp Quế Võ hiện hữu, Khu Công nghiệp Quế Võ mở rộng và Khu Công nghiệp Quang Châu > 1.680.000 cổ phiếu phổ thông của Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng > Các công trình trên đất (bao gồm nhà xưởng sản xuất, văn phòng), giá trị đầu tư cơ sở hạ tầng tại Khu Công nghiệp Quế Võ hiện hữu và Khu Công nghiệp Quế Võ mở rộng"
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(33.248.619.146),(33.248.619.146),(33.248.619.146),(33.248.619.146),,,,-33248619146.0,-33248619146.0,-33248619146.0,-33248619146.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,16.200.180,,1.946.751.380.854,,,,,16200180.0,,1946751380854.0,,,
Trong đó:Trái phiếu dài hạn đến hạn trảTrái phiếu dài hạn,Trong đó:Trái phiếu dài hạn đến hạn trảTrái phiếu dài hạn,Trong đó:Trái phiếu dài hạn đến hạn trảTrái phiếu dài hạn,Trong đó:Trái phiếu dài hạn đến hạn trảTrái phiếu dài hạn,Trong đó:Trái phiếu dài hạn đến hạn trảTrái phiếu dài hạn,Trong đó:Trái phiếu dài hạn đến hạn trảTrái phiếu dài hạn,895.306.969.6961.051.444.411.158,,,,,,,8.953069696961051e+24,,,
