row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,53.600.398.002,79.871.805.658,53600398002.0,79871805658.0
- Khu công nghiệp Quế Võ hiện hữu,Ngắn hạn > - Khu công nghiệp Quế Võ hiện hữu,- Khu công nghiệp Quế Võ hiện hữu,22.285.934.591,56.504.290.047,22285934591.0,56504290047.0
- Khu công nghiệp Quế Võ mở rộng,Ngắn hạn > - Khu công nghiệp Quế Võ mở rộng,- Khu công nghiệp Quế Võ mở rộng,21.664.498.185,19.250.743.371,21664498185.0,19250743371.0
- Khu đô thị Phúc Ninh,Ngắn hạn > - Khu đô thị Phúc Ninh,- Khu đô thị Phúc Ninh,9.649.965.226,4.116.772.240,9649965226.0,4116772240.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,53.642.144.169,849.420.772.627,53642144169.0,849420772627.0
Chi phí dịch vụ mua ngoài,Ngắn hạn > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.975.855.000,2.212.269.001,1975855000.0,2212269001.0
Chi phí phải trả bên liên quan(Thuyết minh số 29),Ngắn hạn > Chi phí phải trả bên liên quan(Thuyết minh số 29),Chi phí phải trả bên liên quan(Thuyết minh số 29),18.523.150.684,1.233.333.333,18523150684.0,1233333333.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,127.741.547.855,932.738.180.619,127741547855.0,932738180619.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả (*),Dài hạn > Chi phí lãi vay phải trả (*),Chi phí lãi vay phải trả (*),815.324.792.328,-,815324792328.0,
Tiền thuê đất trích trước cho Khu công nghiệpQuế Võ hiện hữu (xem Thuyết minh số 30.1),Dài hạn > Tiền thuê đất trích trước cho Khu công nghiệpQuế Võ hiện hữu (xem Thuyết minh số 30.1),Tiền thuê đất trích trước cho Khu công nghiệpQuế Võ hiện hữu (xem Thuyết minh số 30.1),34.415.881.986,-,34415881986.0,
Chi phí phải trả bên liên quan(Thuyết minh số 29),Dài hạn > Chi phí phải trả bên liên quan(Thuyết minh số 29),Chi phí phải trả bên liên quan(Thuyết minh số 29),65.081.187.231,6.471.268.746,65081187231.0,6471268746.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,914.821.861.545,6.471.268.746,914821861545.0,6471268746.0
