row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,48.586.251.331,48.510.469.839,48586251331.0,48510469839.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,9.717.250.266,9.702.093.968,9717250266.0,9702093968.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Chi phí không được khấu trừ,Các khoản điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,3.991.993.645,3.878.107.419,3991993645.0,3878107419.0
Lãi vay vượt quá 20% EBITDA theo Nghị định 20/2017/NĐ-CP,Các khoản điều chỉnh: > Lãi vay vượt quá 20% EBITDA theo Nghị định 20/2017/NĐ-CP,Lãi vay vượt quá 20% EBITDA theo Nghị định 20/2017/NĐ-CP,-,27.451.244.982,,27451244982.0
Lãi vay vượt quá 30% EBITDA theo Nghị định 132/2020/NĐ-CP,Các khoản điều chỉnh: > Lãi vay vượt quá 30% EBITDA theo Nghị định 132/2020/NĐ-CP,Lãi vay vượt quá 30% EBITDA theo Nghị định 132/2020/NĐ-CP,28.786.918.916,-,28786918916.0,
Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,Các khoản điều chỉnh: > Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,Lỗ của hoạt động khác không được bù trừ vào lợi nhuận của hoạt động kinh doanh bất động sản,833.826.237,5.346.298.661,833826237.0,5346298661.0
Cổ tức không chịu thuế,Các khoản điều chỉnh: > Cổ tức không chịu thuế,Cổ tức không chịu thuế,(18.156.000.000),(38.722.620.030),-18156000000.0,-38722620030.0
Điều chỉnh thuế TNDN theo Nghị định 68/2020/NĐ-CP (i),Các khoản điều chỉnh: > Điều chỉnh thuế TNDN theo Nghị định 68/2020/NĐ-CP (i),Điều chỉnh thuế TNDN theo Nghị định 68/2020/NĐ-CP (i),(5.096.161.336),-,-5096161336.0,
Lỗ các năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ các năm trước chuyển sang,Lỗ các năm trước chuyển sang,(10.709.750.169),-,-10709750169.0,
Điều chỉnh thuế TNDN theo Nghị định 114/2020/NĐ-CP (ii),Các khoản điều chỉnh: > Điều chỉnh thuế TNDN theo Nghị định 114/2020/NĐ-CP (ii),Điều chỉnh thuế TNDN theo Nghị định 114/2020/NĐ-CP (ii),(4.339.271.669),-,-4339271669.0,
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,5.028.805.890,7.655.125.000,5028805890.0,7655125000.0
