row_label_raw,row_label_full,col_0,Số cuối năm > Tỷ lệ biểu quyết,Số cuối năm > Số cổ phiếu,Số cuối năm > Giá trị ghi số (VND),Số đầu năm > Tỷ lệ biểu quyết,Số đầu năm > Số cổ phiếu,Số đầu năm > Giá trị ghi số (VND),numeric__Số cuối năm > Tỷ lệ biểu quyết,numeric__Số cuối năm > Số cổ phiếu,numeric__Số cuối năm > Giá trị ghi số (VND),numeric__Số đầu năm > Tỷ lệ biểu quyết,numeric__Số đầu năm > Số cổ phiếu,numeric__Số đầu năm > Giá trị ghi số (VND)
Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),100%,-,5.130.000.000.000,100%,-,4.130.000.000.000,1.0,,5130000000000.0,1.0,,4130000000000.0
Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),"74,3%",30.259.574,662.066.314.000,"74,3%",30.259.574,662.066.314.000,0.743,30259574.0,662066314000.0,0.743,30259574.0,662066314000.0
Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),"86,54%",3.600.000,468.000.000.000,"86,54%",3.600.000,468.000.000.000,0.8654000000000001,3600000.0,468000000000.0,0.8654000000000001,3600000.0,468000000000.0
Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),"92,5%",1.309.000,119.000.000.000,"92,5%",1.309.000,119.000.000.000,0.925,1309000.0,119000000000.0,0.925,1309000.0,119000000000.0
Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),100%,-,105.300.000.000,100%,-,105.300.000.000,1.0,,105300000000.0,1.0,,105300000000.0
Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),100%,-,5.440.000.000,100%,-,5.440.000.000,1.0,,5440000000.0,1.0,,5440000000.0
Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),100%,-,708.400.000.000,100%,-,600.000.000.000,1.0,,708400000000.0,1.0,,600000000000.0
Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),Công ty TNHH Một thành viên Phát triển Đỏ thị Tràng Cát (i) Công ty Cổ phần Phát triển Đỏ thị Sài Gòn - Tây Bắc Công ty Cổ phần Khu công nghiệp Sài Gòn - Hải Phòng Công ty Cổ phần Khu công nghiệp Sài Gòn - Bắc Giang Công ty TNHH MTV Đầu tư NGD Công ty TNHH MTV Kinh doanh Văn phòng và Nhà xưởng Kinh Bắc Công ty TNHH MTV Đầu tư Kinh Bắc – Đà Nẵng (ii) Công ty Cổ phần Phát triển Đỏ thị Tiên Dương (iii),51%,25.500.000,7.411.980.000,51%,25.500.000,3.740.000.000,0.51,25500000.0,7411980000.0,0.51,25500000.0,3740000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,7.205.618.294.000,,,6.093.546.314.000,,,7205618294000.0,,,6093546314000.0
Dự phòng giảm giá đầu tư vào công ty con,Dự phòng giảm giá đầu tư vào công ty con,Dự phòng giảm giá đầu tư vào công ty con,,,-,,,-,,,,,,
