row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm,Đơn vị tính: VND,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị tính: VND
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,15.1,7.205.618.294.000,6.093.546.314.000,151.0,7205618294000.0,6093546314000.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,15.2,430.697.261.074,641.324.261.074,152.0,430697261074.0,641324261074.0
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,15.3,448.500.200.000,448.500.200.000,153.0,448500200000.0,448500200000.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(349.142.755.114),(394.266.283.303),,-349142755114.0,-394266283303.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,7.735.672.999.960,6.789.104.491.771,,7735672999960.0,6789104491771.0
