row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả nhận chuyển nhượng vốn góp (i),Ngắn hạn > Phải trả nhận chuyển nhượng vốn góp (i),Phải trả nhận chuyển nhượng vốn góp (i),1.804.868.000.000,-,1804868000000.0,
Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bắt động sản,Ngắn hạn > Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bắt động sản,Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bắt động sản,569.135.071.839,439.934.046.609,569135071839.0,439934046609.0
Phải trả tiền cổ tức,Ngắn hạn > Phải trả tiền cổ tức,Phải trả tiền cổ tức,1.574.632.950,25.443.382.950,1574632950.0,25443382950.0
Phải trả khác,Ngắn hạn > Phải trả khác,Phải trả khác,5.257.966.632,5.293.875.815,5257966632.0,5293875815.0
Phải trả khác bên liên quan(Thuyết minh số 29),Ngắn hạn > Phải trả khác bên liên quan(Thuyết minh số 29),Phải trả khác bên liên quan(Thuyết minh số 29),858.000.000,858.000.000,858000000.0,858000000.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.381.693.671.421,471.529.305.374,2381693671421.0,471529305374.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Các khoản đặt cọc khác,Dài hạn > Các khoản đặt cọc khác,Các khoản đặt cọc khác,9.225.250.271,9.225.250.271,9225250271.0,9225250271.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,9.225.250.271,9.225.250.271,9225250271.0,9225250271.0
