row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải trả khác,Phải trả khác,Phải trả khác,Phải trả khác,Phải trả khác,Phải trả khác,Phải trả khác,,,,
Hà An,Phải trả khác > Hà An,Hà An,Công ty con,Nhận ký quỹ,2.001.950.000.000,2.092.950.000.000,,,2001950000000.0,2092950000000.0
Hội An Invest,Hội An Invest,Hội An Invest,Công ty con,Vốn nhận tử HĐHTKD Lãi vay,499.526.000.000 71.037.821.916,629.526.000.000 -,,,,
Công ty TNHH Đầu tư Sài Gòn Riverside,Hội An Invest > Công ty TNHH Đầu tư Sài Gòn Riverside,Công ty TNHH Đầu tư Sài Gòn Riverside,Công ty con,Vốn nhận tử HĐHTKD,382.308.642.030,382.475.642.030,,,382308642030.0,382475642030.0
Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định,Hội An Invest > Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định,Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định,Công ty liên kết,Vốn nhận tử HĐHTKD,131.056.646.990,131.186.646.990,,,131056646990.0,131186646990.0
Công ty cổ phần Vidoland,Hội An Invest > Công ty cổ phần Vidoland,Công ty cổ phần Vidoland,Công ty con,Vốn nhận tử HĐHTKD,121.171.039.416,122.876.039.416,,,121171039416.0,122876039416.0
Công ty cổ phần Đầu Tư Dầu Khi Thắng Long,Hội An Invest > Công ty cổ phần Đầu Tư Dầu Khi Thắng Long,Công ty cổ phần Đầu Tư Dầu Khi Thắng Long,Công ty con,Vốn nhận tử HĐHTKD,112.579.220.930,112.712.220.930,,,112579220930.0,112712220930.0
Công ty cổ phần In Nồng Nghiệp,Hội An Invest > Công ty cổ phần In Nồng Nghiệp,Công ty cổ phần In Nồng Nghiệp,Công ty con,Vốn nhận tử HĐHTKD,11.151.483.696,69.667.483.696,,,11151483696.0,69667483696.0
Phước Sơn,Hội An Invest > Phước Sơn,Phước Sơn,Công ty con,Lãi vay,3.669.041.096,-,,,3669041096.0,
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Vốn nhận tử HĐHTKD Nhận ký quỹ,7.366.596.913 100.000.000,7.366.596.913 27.300.000.000,,,,
"Công ty TNHH Đầu tư Xây Dương Thương Maji Hà Thuận Hùng (""Hà Thuận Hùng"")","Đất Xanh Miền Nam > Công ty TNHH Đầu tư Xây Dương Thương Maji Hà Thuận Hùng (""Hà Thuận Hùng"")","Công ty TNHH Đầu tư Xây Dương Thương Maji Hà Thuận Hùng (""Hà Thuận Hùng"")",Công ty con,Thu hộ tiền dự án,2.911.174.538,2.911.174.538,,,2911174538.0,2911174538.0
Ông Lương Trí Thảo,Đất Xanh Miền Nam > Ông Lương Trí Thảo,Ông Lương Trí Thảo,Thành viên Hội đồng quản trị,Khác,418.284.000,418.284.000,,,418284000.0,418284000.0
DXS,Đất Xanh Miền Nam > DXS,DXS,Công ty con,Thu hộ tiền dự án,2.461.012.482,2.461.012.482,,,2461012482.0,2461012482.0
Bên liên quan khác,Đất Xanh Miền Nam > Bên liên quan khác,Bên liên quan khác,Khác,Khác,2.209.147.545,592.000.000,,,2209147545.0,592000000.0
,,,,,3.349.916.111.552,3.582.443.100.995,,,3349916111552.0,3582443100995.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,
Hội An Invest,Vay ngắn hạn > Hội An Invest,Hội An Invest,Công ty con,Vay,1.087.000.000.000,-,,,1087000000000.0,
Phước Sơn,Vay ngắn hạn > Phước Sơn,Phước Sơn,Công ty con,Vay,1.080.000.000.000,-,,,1080000000000.0,
,,,,,2.167.000.000.000,-,,,2167000000000.0,
