row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRÀ,,7.233.658.255.753,5.204.006.802.607,,,7233658255753.0,5204006802607.0
310,310,310,I. Nợ ngắn hạn,,4.669.208.594.026,2.702.260.426.828,,,4669208594026.0,2702260426828.0
311,311,311,1. Phải trả người bán ngắn hạn,18,123.702.688.633,116.872.776.002,,18.0,123702688633.0,116872776002.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,432.301.815.686,275.124.054.871,,19.0,432301815686.0,275124054871.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,251.146.684.265,21.179.661.497,,20.0,251146684265.0,21179661497.0
314,314,314,4. Phải trả người lao động,,8.578.224.968,9.387.506.471,,,8578224968.0,9387506471.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,25.904.726.686,23.502.058.574,,21.0,25904726686.0,23502058574.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,24.875.742.042,113.125.514,,,24875742042.0,113125514.0
319,319,319,7. Phải trả ngắn hạn khác,22,1.421.335.952.745,1.650.777.031.554,,22.0,1421335952745.0,1650777031554.0
320,320,320,8. Vay ngắn hạn,23,2.352.127.280.387,564.943.682.468,,23.0,2352127280387.0,564943682468.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,29.235.478.614,40.360.529.877,,,29235478614.0,40360529877.0
330,330,330,II. Nợ dài hạn,,2.564.449.661.727,2.501.746.375.779,,,2564449661727.0,2501746375779.0
337,337,337,1. Phải trả dài hạn khác,22,2.001.477.389.000,2.006.433.875.777,,22.0,2001477389000.0,2006433875777.0
338,338,338,2. Vay dài hạn,23,562.972.272.727,495.312.500.002,,23.0,562972272727.0,495312500002.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,7.579.982.389.894,6.192.159.101.379,,,7579982389894.0,6192159101379.0
410,410,410,I. Vốn chủ sở hữu,24.1,7.579.982.389.894,6.192.159.101.379,,241.0,7579982389894.0,6192159101379.0
411,411,411,1. Vốn cổ phần,,5.977.730.480.000,5.200.346.670.000,,,5977730480000.0,5200346670000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,5.977.730.480.000,5.200.346.670.000,,,5977730480000.0,5200346670000.0
412,412,412,2. Thặng dư vốn cổ phần,,10.677.980.806,10.677.980.806,,,10677980806.0,10677980806.0
415,415,415,3. Cổ phiếu quỹ,,(2.500.560.000),(2.500.560.000),,,-2500560000.0,-2500560000.0
418,418,418,4. Quỹ đầu tư phát triển,,76.946.451.831,76.946.451.831,,,76946451831.0,76946451831.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,1.517.128.037.257,906.688.558.742,,,1517128037257.0,906688558742.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,129.304.748.742,661.784.225.774,,,129304748742.0,661784225774.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm này,,1.387.823.288.515,244.904.332.968,,,1387823288515.0,244904332968.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,14.813.640.645.647,11.396.165.903.986,,,14813640645647.0,11396165903986.0
