row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.612.064.199.379,249.749.222.326,1612064199379.0,249749222326.0
Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,322.412.839.876,49.949.844.465,322412839876.0,49949844465.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Chuyển lỗ,Các khoản điều chỉnh: > Chuyển lỗ,Chuyển lỗ,(57.517.859.287),-,-57517859287.0,
Lỗ thuế trong kỳ chưa ghi nhận thuế hoãn lại,Các khoản điều chỉnh: > Lỗ thuế trong kỳ chưa ghi nhận thuế hoãn lại,Lỗ thuế trong kỳ chưa ghi nhận thuế hoãn lại,-,14.560.009.455,,14560009455.0
Điều chỉnh thuế TNDN trích thiếu,Điều chỉnh thuế TNDN trích thiếu,Điều chỉnh thuế TNDN trích thiếu,-,,,
trong những kỳ trước,Điều chỉnh thuế TNDN trích thiếu > trong những kỳ trước,trong những kỳ trước,,4.635.429.916,,4635429916.0
Thu nhập cổ tức,Điều chỉnh thuế TNDN trích thiếu > Thu nhập cổ tức,Thu nhập cổ tức,(60.000.000.000),(95.893.800.000),-60000000000.0,-95893800000.0
Hoàn nhập dự phòng,Điều chỉnh thuế TNDN trích thiếu > Hoàn nhập dự phòng,Hoàn nhập dự phòng,(3.060.376.977),-,-3060376977.0,
Chi phí không được trừ,Điều chỉnh thuế TNDN trích thiếu > Chi phí không được trừ,Chi phí không được trừ,22.406.307.252,31.593.405.522,22406307252.0,31593405522.0
Chi phí thuế TNDN,Điều chỉnh thuế TNDN trích thiếu > Chi phí thuế TNDN,Chi phí thuế TNDN,224.240.910.864,4.844.889.358,224240910864.0,4844889358.0
