row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Hà An,Phải thu ngắn hạn khác > Hà An,Hà An,Công ty con,Tạm ứng vốn góp,1.490.000.000.000,-,,,1490000000000.0,
Công ty Cổ phần dịch vụ Bất động sản Đất Xanh Nam Trung Bộ,Phải thu ngắn hạn khác > Công ty Cổ phần dịch vụ Bất động sản Đất Xanh Nam Trung Bộ,Công ty Cổ phần dịch vụ Bất động sản Đất Xanh Nam Trung Bộ,Công ty con,Vốn góp theo HĐKTKD,103.913.184.000,105.913.184.000,,,103913184000.0,105913184000.0
Đất Xanh Đông Nam Bộ,Phải thu ngắn hạn khác > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Vốn góp theo HĐHTKD,21.000.000.000,21.000.000.000,,,21000000000.0,21000000000.0
Vicco Sài Gòn,Phải thu ngắn hạn khác > Vicco Sài Gòn,Vicco Sài Gòn,Công ty con,Ký quỹ,2.566.070.280,2.566.070.280,,,2566070280.0,2566070280.0
Ông Lương Trí Tú,Phải thu ngắn hạn khác > Ông Lương Trí Tú,Ông Lương Trí Tú,Cổ đông,Tạm ứng,1.793.413.900,1.793.413.900,,,1793413900.0,1793413900.0
Dầu khí Nha Trang,Phải thu ngắn hạn khác > Dầu khí Nha Trang,Dầu khí Nha Trang,Công ty con,Lãi cho vay,437.312.133,224.812.238,,,437312133.0,224812238.0
Sài Gòn Riverview,Phải thu ngắn hạn khác > Sài Gòn Riverview,Sài Gòn Riverview,Công ty con,Lãi cho vay,352.086.472,3.375.954.827,,,352086472.0,3375954827.0
Đất Xanh Miền Nam,Phải thu ngắn hạn khác > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Vốn góp theo HĐHTKD,-,23.382.852.455,,,,23382852455.0
Đất Xanh Miền Bắc,Phải thu ngắn hạn khác > Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Vốn góp theo HĐHTKD,-,13.266.000.000,,,,13266000000.0
DXI,Phải thu ngắn hạn khác > DXI,DXI,Công ty con,Lãi cho vay,-,4.443.297.908,,,,4443297908.0
Bên khác,Phải thu ngắn hạn khác > Bên khác,Bên khác,Khác,Khác,93.103.726,93.103.726,,,93103726.0,93103726.0
,,,,,1.620.155.170.511,176.058.689.334,,,1620155170511.0,176058689334.0
