row_label_raw,row_label_full,col_0,Mãsố,2025VND,2024VND,numeric__Mãsố,numeric__2025VND,numeric__2024VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,01,8.076.977.422.238,7.109.117.888.359,1.0,8076977422238.0,7109117888359.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,11.217.224.337,11.326.600.948,2.0,11217224337.0,11326600948.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,79.043.669.415,90.984.460.385,3.0,79043669415.0,90984460385.0
Lãi chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,Lãi chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,04,(25.986.861),(146.486.003),4.0,-25986861.0,-146486003.0
Lỗ/(lãi) từ thanh lý tài sản cố định và chi phí xây dựng cơ bản dở dang,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ/(lãi) từ thanh lý tài sản cố định và chi phí xây dựng cơ bản dở dang,Lỗ/(lãi) từ thanh lý tài sản cố định và chi phí xây dựng cơ bản dở dang,05,66.614.684,(256.592.037),5.0,66614684.0,-256592037.0
"Thu nhập lãi tiền gửi, lợi nhuận được phân phốivà thu nhập từ các hoạt động đầu tư","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi tiền gửi, lợi nhuận được phân phốivà thu nhập từ các hoạt động đầu tư","Thu nhập lãi tiền gửi, lợi nhuận được phân phốivà thu nhập từ các hoạt động đầu tư",05,(7.156.410.603.360),(6.201.854.124.892),5.0,-7156410603360.0,-6201854124892.0
Chi phí lãi vay và chi phí thu xếp khoản vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay và chi phí thu xếp khoản vay,Chi phí lãi vay và chi phí thu xếp khoản vay,06,393.798.856.946,216.142.038.909,6.0,393798856946.0,216142038909.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,1.404.667.197.399,1.225.313.785.669,8.0,1404667197399.0,1225313785669.0
Biến động các khoản phải thu và tài sản khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu và tài sản khác,Biến động các khoản phải thu và tài sản khác,09,(164.736.860.560),48.299.893.621,9.0,-164736860560.0,48299893621.0
