row_label_raw,row_label_full,col_0,Chi phí trả trước thuê văn phòng VND,Công cụ và dụng cụ VND,Chi phí thu xếp khoản vay VND,Tổng VND,numeric__Chi phí trả trước thuê văn phòng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí thu xếp khoản vay VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,-,19.673.133.347,38.935.789.692,58.608.923.039,,19673133347.0,38935789692.0,58608923039.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.447.432.337.020,2.365.622.718,3.407.620.000,1.453.205.579.738,1447432337020.0,2365622718.0,3407620000.0,1453205579738.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,-,4.449.954.215,-,4.449.954.215,,4449954215.0,,4449954215.0
Thanh lý,Thanh lý,Thanh lý,-,(2.424.272.352),-,(2.424.272.352),,-2424272352.0,,-2424272352.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(47.543.397.930),(8.955.004.112),(9.073.587.787),(65.571.989.829),-47543397930.0,-8955004112.0,-9073587787.0,-65571989829.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.399.888.939.090,15.109.433.816,33.269.821.905,1.448.268.194.811,1399888939090.0,15109433816.0,33269821905.0,1448268194811.0
