row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2025VND,Giá trị giao dịch > 2024VND,Phải thu/(Phải trả) tại ngày > 31/12/2025VND,Phải thu/(Phải trả) tại ngày > 1/1/2025VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2025VND,numeric__Giá trị giao dịch > 2024VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2025VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2025VND
Công ty TNHH Một Thành viênMasan HD,Công ty TNHH Một Thành viênMasan HD,Công ty TNHH Một Thành viênMasan HD,Bán hàng hóa,92.353.768.814,107.872.456.070,-,-,,92353768814.0,107872456070.0,,
Công ty TNHH Một Thành viênMasan HD,Công ty TNHH Một Thành viênMasan HD,Công ty TNHH Một Thành viênMasan HD,Bán tài sản cố định,4.492.533,-,-,-,,4492533.0,,,
Công ty TNHH Một Thành viênMasan HD,Công ty TNHH Một Thành viênMasan HD,Công ty TNHH Một Thành viênMasan HD,Mua hàng hóa,1.830.440.433.038,1.980.330.488.449,(302.637.607.151),(160.555.421.037),,1830440433038.0,1980330488449.0,-302637607151.0,-160555421037.0
Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Bán hàng hóa,279.392.115.778,259.312.923.780,-,-,,279392115778.0,259312923780.0,,
Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Bán tài sản cố định,6.187.091.689,625.421.360,-,-,,6187091689.0,625421360.0,,
Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Công ty TNHH Một Thành viênMasan HG,Mua hàng hóa,4.825.268.929.208,4.182.377.063.627,(284.876.622.770),(281.416.918.628),,4825268929208.0,4182377063627.0,-284876622770.0,-281416918628.0
Công ty TNHH Một Thành viênCông nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viênCông nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viênCông nghệ Thực phẩm Việt Tiến,Bán hàng hóa,-,8.360.010,-,-,,,8360010.0,,
Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Bán hàng hóa,-,20.660.329,-,-,,,20660329.0,,
Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Công ty Cổ phần Masan PQ,Mua hàng hóa,1.683.896.280,1.520.116.360,(1.004.206.454),(272.775.859),,1683896280.0,1520116360.0,-1004206454.0,-272775859.0
Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Bán hàng hóa,70.864.857,827.159.815,-,-,,70864857.0,827159815.0,,
Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Công ty TNHH Một Thành viênNam Ngư Phú Quốc,Mua hàng hóa,21.260.692.309,135.324.173.533,-,(52.038.287.616),,21260692309.0,135324173533.0,,-52038287616.0
Công ty TNHH Một Thành viênMasan Beverage,Công ty TNHH Một Thành viênMasan Beverage,Công ty TNHH Một Thành viênMasan Beverage,Lợi nhuận được phân phối,1.573.851.720.000,839.964.295.000,100.000.000.000,1.996.000.000,,1573851720000.0,839964295000.0,100000000000.0,1996000000.0
Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Bán hàng hóa,75.971.770.405,79.445.704.463,-,-,,75971770405.0,79445704463.0,,
Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Mua hàng hóa và dịch vụ,2.304.954.232.579,2.214.707.362.156,(357.555.080.064),(417.618.568.814),,2304954232579.0,2214707362156.0,-357555080064.0,-417618568814.0
Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Bán hàng hóa,47.093.999,887.092.518,-,-,,47093999.0,887092518.0,,
Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Mua hàng hóa và dịch vụ,447.337.057.269,441.174.796.370,(21.632.000.190),(42.950.364.019),,447337057269.0,441174796370.0,-21632000190.0,-42950364019.0
Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Bán hàng hóa,36.735.145,107.519.655,-,-,,36735145.0,107519655.0,,
Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Mua hàng hóa và dịch vụ,211.739.972.476,227.983.745.422,(29.509.888.461),(55.185.779.941),,211739972476.0,227983745422.0,-29509888461.0,-55185779941.0
