row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2025VND,Giá trị giao dịch > 2024VND,Phải thu/(Phải trả) tại ngày > 31/12/2025VND,Phải thu/(Phải trả) tại ngày > 1/1/2025VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2025VND,numeric__Giá trị giao dịch > 2024VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2025VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2025VND
Công ty TNHH Sản xuất và Đầu tư,Công ty TNHH Sản xuất và Đầu tư,Công ty TNHH Sản xuất và Đầu tư,Mua hàng hóa,-,185.467.374,-,-,,,185467374.0,,
Phát triển Nông nghiệp Wineco,Phát triển Nông nghiệp Wineco,Phát triển Nông nghiệp Wineco,Phân bổ tiền thuê văn phòng,-,336.911.040,-,-,,,336911040.0,,
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Bán hàng hóa,1.890.926.945,1.819.937.663,188.508.307,274.680.000,,1890926945.0,1819937663.0,188508307.0,274680000.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Mua hàng hóa,65.053.331,7.155.609.826,-,-,,65053331.0,7155609826.0,,
Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Mua dịch vụ,6.156.850.184,6.061.031.268,-,(187.980.199),,6156850184.0,6061031268.0,,-187980199.0
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Bán hàng hóa,2.930.311.501,251.496.622,26.394.700,16.011.603,,2930311501.0,251496622.0,26394700.0,16011603.0
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Bán tài sản cố định,161.915.142,-,-,-,,161915142.0,,,
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Mua dịch vụ,714.468.010.981,11.860.225.744,(120.364.004.557),(448.438.425),,714468010981.0,11860225744.0,-120364004557.0,-448438425.0
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Phí hỗ trợ quản lý,-,580.346.492,-,626.774.211,,,580346492.0,,626774211.0
Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Công ty Cổ phần The Supra,Phải trả khác,-,-,(3.000.000),(3.000.000),,,,-3000000.0,-3000000.0
Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Phí thuê văn phòng và phí quản lý,75.358.878.703,20.993.965.408,(10.151.914.962),(23.093.361.949),,75358878703.0,20993965408.0,-10151914962.0,-23093361949.0
Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Trả trước tiền thuê văn phòng,-,-,1.399.888.939.090,-,,,,1399888939090.0,
Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Mua chứng khoán kinh doanh,105.574.000.000,-,-,-,,105574000000.0,,,
Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Cho vay,1.970.000.000.000,-,1.970.000.000.000,-,,1970000000000.0,,1970000000000.0,
Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Thu nhập lãi cho vay,41.882.739.726,-,41.882.739.726,-,,41882739726.0,,41882739726.0,
Công ty Cổ phần The WinX,Công ty Cổ phần The WinX,Công ty Cổ phần The WinX,Mua dịch vụ,835.142.186,-,-,-,,835142186.0,,,
