row_label_raw,row_label_full,Tổng Công ty Chăn nuôi Việt Nam – Công ty Cổ phần > Công ty Cổ phần Sửa Việt Nam,31/12/2025VND > 567.433.817.274 > 173.998.356.005,1/1/2025VND > 864.396.916.193 > 168.645.676.683,numeric__31/12/2025VND > 567.433.817.274 > 173.998.356.005,numeric__1/1/2025VND > 864.396.916.193 > 168.645.676.683
Các công ty khác,Các công ty khác,Các công ty khác,130.350.719.482,102.067.170.011,130350719482.0,102067170011.0
,,,871.782.892.761,1.135.109.762.887,871782892761.0,1135109762887.0
