row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụvà dụng cụVND,Chi phí cải tạomặt bằngVND,Chi phítrả trước khácVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__Chi phí cải tạomặt bằngVND,numeric__Chi phítrả trước khácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,506.390.038.422,214.117.032.721,30.771.009.738,41.197.934.610,792.476.015.491,506390038422.0,214117032721.0,30771009738.0,41197934610.0,792476015491.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,21.709.723.180,256.542.915.468,191.879.803.448,11.125.992.678,481.258.434.774,21709723180.0,256542915468.0,191879803448.0,11125992678.0,481258434774.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,38.431.785.760,13.714.814.882,9.872.608.573,36.920.087.135,98.939.296.350,38431785760.0,13714814882.0,9872608573.0,36920087135.0,98939296350.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(15.092.779.966),(184.010.834.925),(41.678.693.160),(24.994.081.275),(265.776.389.326),-15092779966.0,-184010834925.0,-41678693160.0,-24994081275.0,-265776389326.0
(Giám)/tăng khác,(Giám)/tăng khác,(Giám)/tăng khác,(4.138.250.733),(3.737.718.004),-,28.880.620,(7.847.088.117),-4138250733.0,-3737718004.0,,28880620.0,-7847088117.0
Phân loại lại,Phân loại lại,Phân loại lại,4.870.122.462,2.826.754.776,3.904.824.219,(11.601.701.457),-,4870122462.0,2826754776.0,3904824219.0,-11601701457.0,
Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,5.020.976.561,377.272.600,-,287.366.366,5.685.615.527,5020976561.0,377272600.0,,287366366.0,5685615527.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,557.191.615.686,299.830.237.518,194.749.552.818,52.964.478.677,1.104.735.884.699,557191615686.0,299830237518.0,194749552818.0,52964478677.0,1104735884699.0
