row_label_raw,row_label_full,col_0,Trong nước,Trong nước_1,Nước ngoài,Nước ngoài_1,Tổng,Tổng_1,numeric__Trong nước,numeric__Trong nước_1,numeric__Nước ngoài,numeric__Nước ngoài_1,numeric__Tổng,numeric__Tổng_1
,,,2025VND,2024VND,2025VND,2024VND,2025VND,2024VND,,,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,50.964.318.530.994,50.799.361.377.927,12.681.568.225.233,10.983.248.150.518,63.645.886.756.227,61.782.609.528.445,50964318530994.0,50799361377927.0,12681568225233.0,10983248150518.0,63645886756227.0,61782609528445.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,(29.951.494.484.246),(29.824.520.360.949),(7.484.918.077.450),(6.367.912.844.372),(37.436.412.561.696),(36.192.433.205.321),-29951494484246.0,-29824520360949.0,-7484918077450.0,-6367912844372.0,-37436412561696.0,-36192433205321.0
Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,21.012.824.046.748,20.974.841.016.978,5.196.650.147.783,4.615.335.306.146,26.209.474.194.531,25.590.176.323.124,21012824046748.0,20974841016978.0,5196650147783.0,4615335306146.0,26209474194531.0,25590176323124.0
