row_label_raw,row_label_full,Tên,Trụ sở,Hoạt động chính,Lợi ích kinh tế,Lợi ích kinh tế_1,numeric__Trụ sở,numeric__Hoạt động chính,numeric__Lợi ích kinh tế,numeric__Lợi ích kinh tế_1
Tên,Tên,Tên,Trụ sở,Hoạt động chính,31/12/2025,1/1/2025,,,,
"Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp","Các công ty liên doanh, liên kết sở hữu trực tiếp",,,,
"▪ Taupomh Limited(trước đây là""Miraka HoldingsLimited"")","Các công ty liên doanh, liên kết sở hữu trực tiếp > ▪ Taupomh Limited(trước đây là""Miraka HoldingsLimited"")","▪ Taupomh Limited(trước đây là""Miraka HoldingsLimited"")","108 Tuwharetoa, Taupo, New Zealand",Sản xuất sữa,"13,55%","13,55%",,,0.1355,0.1355
▪ Công ty Cổ phầnAPIS,"Các công ty liên doanh, liên kết sở hữu trực tiếp > ▪ Công ty Cổ phầnAPIS",▪ Công ty Cổ phầnAPIS,"Số 18A, VSIP II-A, đường 27,Khu công nghiệp Việt Nam –Singapore II-A, Phường VĩnhTân, Thành phố Hồ Chí Minh",Kinh doanhnguyên liệu thực phẩm,"20,00%","20,00%",,,0.2,0.2
▪ Công ty Cổ phầnChế biển Dừa ÁChâu (*),"Các công ty liên doanh, liên kết sở hữu trực tiếp > ▪ Công ty Cổ phầnChế biển Dừa ÁChâu (*)",▪ Công ty Cổ phầnChế biển Dừa ÁChâu (*),"Khu công nghiệp Giao Long,Giai đoạn II, Xã Giao Long,Tỉnh Vĩnh Long",Sản xuất và kinhdoanh các mặt hàng từ dừa,"24,96%","24,96%",,,0.24960000000000002,0.24960000000000002
"▪ Del Monte -Vinamilk DairyPhilippines, Inc.","Các công ty liên doanh, liên kết sở hữu trực tiếp > ▪ Del Monte -Vinamilk DairyPhilippines, Inc.","▪ Del Monte -Vinamilk DairyPhilippines, Inc.","Tòa nhà JY Campos Centre,Đại lộ 9, Góc phố 30, Thành phố Bonifacio Global, Thành phố Taguig, Nước Cộng HòaPhilippines",Nhập khẩu và kinh doanh sữa và các sản phẩm từ sữa,-,"50,00%",,,,0.5
