row_label_raw,row_label_full,col_0,2025 VND,2024 VND,numeric__2025 VND,numeric__2024 VND
Chi phí thuế thu nhập hiện hành,Chi phí thuế thu nhập hiện hành,Chi phí thuế thu nhập hiện hành,2.273.285.867.720,2.240.859.169.951,2273285867720.0,2240859169951.0
Trong đó: chi phí thuế thu nhập hiện hành liên quan đến thu nhập chịu thuế của các năm trước,Trong đó: chi phí thuế thu nhập hiện hành liên quan đến thu nhập chịu thuế của các năm trước,Trong đó: chi phí thuế thu nhập hiện hành liên quan đến thu nhập chịu thuế của các năm trước,35.671.540.088,45.202.183.832,35671540088.0,45202183832.0
Lợi ích thuế thu nhập hoãn lại,Lợi ích thuế thu nhập hoãn lại,Lợi ích thuế thu nhập hoãn lại,,,,
Phát sinh và hoàn nhập các chênh lệch tạm thời,Lợi ích thuế thu nhập hoãn lại > Phát sinh và hoàn nhập các chênh lệch tạm thời,Phát sinh và hoàn nhập các chênh lệch tạm thời,(36.890.375.251),(94.098.418.564),-36890375251.0,-94098418564.0
Chi phí thuế thu nhập,Lợi ích thuế thu nhập hoãn lại > Chi phí thuế thu nhập,Chi phí thuế thu nhập,2.236.395.492.469,2.146.760.751.387,2236395492469.0,2146760751387.0
