row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2025 VND > 99.684.858.073,Phải nộp VND > 1.852.087.243.162,Đã nộp VND > (1.776.675.831.622),(Cấn trừ với)/ Chuyển sang thuế phải thu VND > (10.931.123.799),Chênh lệch quy đổi tiền tệ VND > 83.250.597,31/12/2025 VND > 164.248.396.411,numeric__1/1/2025 VND > 99.684.858.073,numeric__Phải nộp VND > 1.852.087.243.162,numeric__Đã nộp VND > (1.776.675.831.622),numeric__(Cấn trừ với)/ Chuyển sang thuế phải thu VND > (10.931.123.799),numeric__Chênh lệch quy đổi tiền tệ VND > 83.250.597,numeric__31/12/2025 VND > 164.248.396.411
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,885.058.849.747,2.237.032.844.868,(1.536.124.518.348),8.677.499.214,2.031.737.665,1.596.676.413.146,885058849747.0,2237032844868.0,-1536124518348.0,8677499214.0,2031737665.0,1596676413146.0
Thuế chuyển lợi nhuận từ công ty con ở nước ngoài (*),Thuế chuyển lợi nhuận từ công ty con ở nước ngoài (*),Thuế chuyển lợi nhuận từ công ty con ở nước ngoài (*),-,36.253.022.852,(36.253.022.852),-,-,-,,36253022852.0,-36253022852.0,,,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,25.773.552.045,313.172.629.412,(311.475.664.872),(461.088.398),23.941.727,27.033.369.914,25773552045.0,313172629412.0,-311475664872.0,-461088398.0,23941727.0,27033369914.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,3.290.206.617,93.444.861.546,(89.929.067.210),-,72.924.050,6.878.925.003,3290206617.0,93444861546.0,-89929067210.0,,72924050.0,6878925003.0
Thuế khác,Thuế khác,Thuế khác,670.674.897,110.985.797.012,(105.760.230.933),3.251.414.009,14.343.994,9.161.998.979,670674897.0,110985797012.0,-105760230933.0,3251414009.0,14343994.0,9161998979.0
,,,1.014.478.141.379,4.642.976.398.852,(3.856.218.335.837),536.701.026,2.226.198.033,1.803.999.103.453,1014478141379.0,4642976398852.0,-3856218335837.0,536701026.0,2226198033.0,1803999103453.0
