row_label_raw,row_label_full,col_0,Dự phòngchungtriệu đồng,Dự phòngcụ thểtriệu đồng,Tổng cộngtriệu đồng,numeric__Dự phòngchungtriệu đồng,numeric__Dự phòngcụ thểtriệu đồng,numeric__Tổng cộngtriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.981.106,2.289.424,4.270.530,1981106.0,2289424.0,4270530.0
Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,400.986,3.963.423,4.364.409,400986.0,3963423.0,4364409.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(2.941.305),(2.941.305),,-2941305.0,-2941305.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.382.092,3.311.542,5.693.634,2382092.0,3311542.0,5693634.0
