row_label_raw,row_label_full,col_0,Thuyết minh,2025 triệu đồng,2024 triệu đồng,numeric__Thuyết minh,numeric__2025 triệu đồng,numeric__2024 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,,36.324.009(20.231.849),32.442.938(15.692.526),,,
Thu nhập lãi thuần,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự > Thu nhập lãi thuần,Thu nhập lãi thuần,27,16.092.160,16.750.412,27.0,16092160.0,16750412.0
Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,,4.200.762(2.095.421),3.202.927(1.437.468),,,
Lãi thuần từ hoạt động dịch vụ(Lỗ)/Lãi thuần từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ(Lỗ)/Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động dịch vụ(Lỗ)/Lãi thuần từ hoạt động kinh doanh ngoại hối,28,2.105.341,1.765.459,28.0,2105341.0,1765459.0
Lãi thuần từ hoạt động dịch vụ(Lỗ)/Lãi thuần từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ(Lỗ)/Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động dịch vụ(Lỗ)/Lãi thuần từ hoạt động kinh doanh ngoại hối,29,(154.292),500.968,29.0,-154292.0,500968.0
Lãi thuần từ mua bán chứng khoán đầu tư,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,30,79.774,247.967,30.0,79774.0,247967.0
Thu nhập từ hoạt động khác Chi phí hoạt động khác,Thu nhập từ hoạt động khác Chi phí hoạt động khác,Thu nhập từ hoạt động khác Chi phí hoạt động khác,,2.338.283(457.370),1.518.664(218.164),,,
Lãi thuần từ hoạt động khác,Thu nhập từ hoạt động khác Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,31,1.880.913,1.300.500,31.0,1880913.0,1300500.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ hoạt động khác Chi phí hoạt động khác > Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",,2.745,3.746,,2745.0,3746.0
Tổng thu nhập hoạt động Chi phí hoạt động,Thu nhập từ hoạt động khác Chi phí hoạt động khác > Tổng thu nhập hoạt động Chi phí hoạt động,Tổng thu nhập hoạt động Chi phí hoạt động,32,20.006.641(7.435.006),20.569.052(7.211.292),32.0,,
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,12.571.635(3.467.019),13.357.760(4.353.458),,,
Chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng > Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,33,,,33.0,,
Tổng lợi nhuận trước thuế,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng > Tổng lợi nhuận trước thuế,Tổng lợi nhuận trước thuế,,9.104.616,9.004.302,,9104616.0,9004302.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,34,(1.819.149),(1.800.834),34.0,-1819149.0,-1800834.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng > Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,34,(37),1.002,34.0,-37.0,1002.0
Chi phí thuế thu nhập doanh nghiệp,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng > Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,34,(1.819.186),(1.799.832),34.0,-1819186.0,-1799832.0
Lợi nhuận sau thuế,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng > Lợi nhuận sau thuế,Lợi nhuận sau thuế,,7.285.430,7.204.470,,7285430.0,7204470.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu)(Trình bày lại),Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng > Lãi cơ bản trên cổ phiếu (VND/cổ phiếu)(Trình bày lại),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu)(Trình bày lại),35,2.140,2.072,35.0,2140.0,2072.0
