row_label_raw,row_label_full,col_0,31/12/2025 triệu đồng,31/12/2024 triệu đồng,numeric__31/12/2025 triệu đồng,numeric__31/12/2024 triệu đồng
"Các khoản lãi, phí phải trả (i)","Các khoản lãi, phí phải trả (i)","Các khoản lãi, phí phải trả (i)",4.298.773,3.382.767,4298773.0,3382767.0
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,431.458,494.164,431458.0,494164.0
"- Phải trả cán bộ, nhân viên","- Phải trả cán bộ, nhân viên","- Phải trả cán bộ, nhân viên",233.527,293.151,233527.0,293151.0
"- Quỹ khen thưởng, phúc lợi","- Quỹ khen thưởng, phúc lợi","- Quỹ khen thưởng, phúc lợi",158.925,109.160,158925.0,109160.0
- Phải trả cổ tức cho cổ đông,- Phải trả cổ tức cho cổ đông,- Phải trả cổ tức cho cổ đông,6.616,6.761,6616.0,6761.0
- Phải trả nội bộ khác,- Phải trả nội bộ khác,- Phải trả nội bộ khác,32.390,85.092,32390.0,85092.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,6.162.377,6.053.442,6162377.0,6053442.0
- Thuế và các khoản phải nộp Nhà nước,- Thuế và các khoản phải nộp Nhà nước,- Thuế và các khoản phải nộp Nhà nước,1.289.606,1.367.507,1289606.0,1367507.0
- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,20.875,20.866,20875.0,20866.0
- Phải trả thanh toán giữa các TCTD,- Phải trả thanh toán giữa các TCTD,- Phải trả thanh toán giữa các TCTD,620.546,323.071,620546.0,323071.0
- Phải trả chuyển tiền chờ thanh toán,- Phải trả chuyển tiền chờ thanh toán,- Phải trả chuyển tiền chờ thanh toán,248.948,365.386,248948.0,365386.0
- Các khoản chờ thanh toán khác,- Các khoản chờ thanh toán khác,- Các khoản chờ thanh toán khác,3.740.451,3.622.563,3740451.0,3622563.0
- Các khoản phải trả khác,- Các khoản phải trả khác,- Các khoản phải trả khác,241.951,354.049,241951.0,354049.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,54.051,2.443,54051.0,2443.0
,,,10.946.659,9.932.816,10946659.0,9932816.0
