row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2025 triệu đồng,31/12/2024 triệu đồng,numeric__Thuyết minh,numeric__31/12/2025 triệu đồng,numeric__31/12/2024 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng","TÀI SẢN > Tiền mặt, vàng","Tiền mặt, vàng",5,3.552.574,1.639.368,5.0,3552574.0,1639368.0
"Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")","TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")","Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")",6,8.998.068,9.909.074,6.0,8998068.0,9909074.0
"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác","Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",7,104.411.120,105.588.516,7.0,104411120.0,105588516.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,,59.469.540,49.847.544,,59469540.0,49847544.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,,44.941.580,55.740.972,,44941580.0,55740972.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,-,821.872,8.0,,821872.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,377.113.195,318.316.079,,377113195.0,318316079.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,381.972.016,324.009.713,9.0,381972016.0,324009713.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,10,(4.858.821),(5.693.634),10.0,-4858821.0,-5693634.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,11,4.332,8.779,11.0,4332.0,8779.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,4.366,8.846,,4366.0,8846.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(34),(67),,-34.0,-67.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,51.149.531,50.344.312,,51149531.0,50344312.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,12,51.149.531,50.345.812,12.0,51149531.0,50345812.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13,-,42.380,13.0,,42380.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,14,-,(43.880),14.0,,-43880.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",15,69.457,69.457,15.0,69457.0,69457.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,69.667,69.667,,69667.0,69667.0
"Dự phòng giảm giá góp vốn, đầu tư dài hạn","TÀI SẢN > Dự phòng giảm giá góp vốn, đầu tư dài hạn","Dự phòng giảm giá góp vốn, đầu tư dài hạn",,(210),(210),,-210.0,-210.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,846.859,795.269,,846859.0,795269.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,16,548.915,493.206,16.0,548915.0,493206.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,1.260.794,1.252.507,,1260794.0,1252507.0
Khấu hao tài sản cố định,TÀI SẢN > Khấu hao tài sản cố định,Khấu hao tài sản cố định,,(711.879),(759.301),,-711879.0,-759301.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,17,297.944,302.063,17.0,297944.0,302063.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,843.503,777.031,,843503.0,777031.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(545.559),(474.968),,-545559.0,-474968.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,,2.219,2.360,,2219.0,2360.0
Nguyên giá bất động sản đầu tư,TÀI SẢN > Nguyên giá bất động sản đầu tư,Nguyên giá bất động sản đầu tư,,3.542,3.542,,3542.0,3542.0
Hao mòn bất động sản đầu tư,TÀI SẢN > Hao mòn bất động sản đầu tư,Hao mòn bất động sản đầu tư,,(1.323),(1.182),,-1323.0,-1182.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,18,9.951.086,5.663.284,18.0,9951086.0,5663284.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,,4.017.129,1.952.684,,4017129.0,1952684.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,3.902.271,2.572.270,,3902271.0,2572270.0
Tài sản thuế thu nhập hoãn lại,TÀI SẢN > Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,965,1.002,,965.0,1002.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,2.030.721,1.137.572,,2030721.0,1137572.0
Các khoản dự phòng cho các tài sản Có nội bằng khác,TÀI SẢN > Các khoản dự phòng cho các tài sản Có nội bằng khác,Các khoản dự phòng cho các tài sản Có nội bằng khác,,-,(244),,,-244.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,556.098.441,493.158.370,,556098441.0,493158370.0
