row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc",Máy mócthiết bị,Phươngtiện vận tải,Thiết bị vănphòng,Tài sản cố địnhhửu hình khác,Đơn vị: triệu đồngTổng cộng,"numeric__Nhà cửa,vật kiến trúc",numeric__Máy mócthiết bị,numeric__Phươngtiện vận tải,numeric__Thiết bị vănphòng,numeric__Tài sản cố địnhhửu hình khác,numeric__Đơn vị: triệu đồngTổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Tại ngày 1/1/2025,Nguyên giá > Tại ngày 1/1/2025,Tại ngày 1/1/2025,108.752,785.491,100.432,149.144,108.688,1.252.507,108752.0,785491.0,100432.0,149144.0,108688.0,1252507.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,3.487,133.467,12.251,12.137,2.679,164.021,3487.0,133467.0,12251.0,12137.0,2679.0,164021.0
Thanh lý trong năm,Nguyên giá > Thanh lý trong năm,Thanh lý trong năm,(8.265),(125.290),(7.657),(11.002),(3.520),(155.734),-8265.0,-125290.0,-7657.0,-11002.0,-3520.0,-155734.0
Tại ngày 31/12/2025,Nguyên giá > Tại ngày 31/12/2025,Tại ngày 31/12/2025,103.974,793.668,105.026,150.279,107.847,1.260.794,103974.0,793668.0,105026.0,150279.0,107847.0,1260794.0
Khấu hao luỹ kế,Khấu hao luỹ kế,Khấu hao luỹ kế,Khấu hao luỹ kế,Khấu hao luỹ kế,Khấu hao luỹ kế,Khấu hao luỹ kế,Khấu hao luỹ kế,Khấu hao luỹ kế,,,,,,
Tại ngày 1/1/2025,Khấu hao luỹ kế > Tại ngày 1/1/2025,Tại ngày 1/1/2025,65.930,444.284,46.302,105.140,97.645,759.301,65930.0,444284.0,46302.0,105140.0,97645.0,759301.0
Khấu hao trong năm,Khấu hao luỹ kế > Khấu hao trong năm,Khấu hao trong năm,6.162,54.014,10.758,22.219,5.248,98.401,6162.0,54014.0,10758.0,22219.0,5248.0,98401.0
Thanh lý trong năm,Khấu hao luỹ kế > Thanh lý trong năm,Thanh lý trong năm,(8.140),(116.267),(7.657),(10.423),(3.336),(145.823),-8140.0,-116267.0,-7657.0,-10423.0,-3336.0,-145823.0
Tại ngày 31/12/2025,Khấu hao luỹ kế > Tại ngày 31/12/2025,Tại ngày 31/12/2025,63.952,382.031,49.403,116.936,99.557,711.879,63952.0,382031.0,49403.0,116936.0,99557.0,711879.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Tại ngày 1/1/2025,Giá trị còn lại > Tại ngày 1/1/2025,Tại ngày 1/1/2025,42.822,341.207,54.130,44.004,11.043,493.206,42822.0,341207.0,54130.0,44004.0,11043.0,493206.0
Tại ngày 31/12/2025,Giá trị còn lại > Tại ngày 31/12/2025,Tại ngày 31/12/2025,40.022,411.637,55.623,33.343,8.290,548.915,40022.0,411637.0,55623.0,33343.0,8290.0,548915.0
Các thông tin khác về tài sản cố định hữu hình:,Các thông tin khác về tài sản cố định hữu hình:,Các thông tin khác về tài sản cố định hữu hình:,Các thông tin khác về tài sản cố định hữu hình:,Các thông tin khác về tài sản cố định hữu hình:,Các thông tin khác về tài sản cố định hữu hình:,Các thông tin khác về tài sản cố định hữu hình:,Các thông tin khác về tài sản cố định hữu hình:,Các thông tin khác về tài sản cố định hữu hình:,,,,,,
,,,,,,,31/12/2025triệu đồng,31/12/2024triệu đồng,,,,,,
Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vẫn còn sử dụng,Các thông tin khác về tài sản cố định hữu hình: > Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vẫn còn sử dụng,321.905,408.083,,,,,321905.0,408083.0
