row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2025 triệu đồng,31/12/2024 triệu đồng,numeric__Thuyết minh,numeric__31/12/2025 triệu đồng,numeric__31/12/2024 triệu đồng
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,38,391.971.912,345.248.653,38.0,391971912.0,345248653.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,,8.575.398,9.093.526,,8575398.0,9093526.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,,4.764.085,7.688.387,,4764085.0,7688387.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,,378.632.429,328.466.740,,378632429.0,328466740.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,38,3.582.917,2.750.599,38.0,3582917.0,2750599.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,38,13.836.912,7.185.571,38.0,13836912.0,7185571.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,38,73.546.010,68.292.253,38.0,73546010.0,68292253.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,39,3.573.476,3.517.653,39.0,3573476.0,3517653.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,40,26.012.085,21.628.603,40.0,26012085.0,21628603.0
Tài sản và chứng từ khác,Tài sản và chứng từ khác,Tài sản và chứng từ khác,41,23.502.978,20.795.232,41.0,23502978.0,20795232.0
