row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2024,Quá hạn triệu đồng,Không chịu lãi suất triệu đồng,Dưới 1 tháng triệu đồng,Từ 1-3 tháng triệu đồng,Từ 3-6 tháng triệu đồng,Từ 6-12 tháng triệu đồng,Từ 1-5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,numeric__Quá hạn triệu đồng,numeric__Không chịu lãi suất triệu đồng,numeric__Dưới 1 tháng triệu đồng,numeric__Từ 1-3 tháng triệu đồng,numeric__Từ 3-6 tháng triệu đồng,numeric__Từ 6-12 tháng triệu đồng,numeric__Từ 1-5 năm triệu đồng,numeric__Trên 5 năm triệu đồng,numeric__Tổng cộng triệu đồng
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,7.056.957,18.901.138,124.827.425,103.555.472,86.867.545,104.390.311,43.446.663,9.850.894,498.896.405,7056957.0,18901138.0,124827425.0,103555472.0,86867545.0,104390311.0,43446663.0,9850894.0,498896405.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,107.476.059,29.676.232,4.635.172,-,13,-,141.787.476,,,107476059.0,29676232.0,4635172.0,,13.0,,141787476.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,96.237,95.621.445,55.783.298,79.680.776,20.920.995,24.205.571,-,276.308.322,,96237.0,95621445.0,55783298.0,79680776.0,20920995.0,24205571.0,,276308322.0
"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,3.957,1.411,-,-,-,-,5.368,,,3957.0,1411.0,,,,,5368.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,402.761,651.818,560.000,2.000.000,17.648.000,2.000.000,23.262.579,,,402761.0,651818.0,560000.0,2000000.0,17648000.0,2000000.0,23262579.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,9.932.816,-,-,-,-,-,-,9.932.816,,9932816.0,,,,,,,9932816.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,10.029.053,203.504.222,86.112.759,84.875.948,22.920.995,41.853.584,2.000.000,451.296.561,,10029053.0,203504222.0,86112759.0,84875948.0,22920995.0,41853584.0,2000000.0,451296561.0
Mức chênh lệch nhạy cảm với lãi suất - nội bảng,Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất - nội bảng,Mức chênh lệch nhạy cảm với lãi suất - nội bảng,7.056.957,8.872.085,(78.676.797),17.442.713,1.991.597,81.469.316,1.593.079,7.850.894,47.599.844,7056957.0,8872085.0,-78676797.0,17442713.0,1991597.0,81469316.0,1593079.0,7850894.0,47599844.0
Các cam kết ngoại bảng có tác động tối mức độ nhạy cảm với lãi suất của các tài sản và công nợ (thuẩn),Nợ phải trả > Các cam kết ngoại bảng có tác động tối mức độ nhạy cảm với lãi suất của các tài sản và công nợ (thuẩn),Các cam kết ngoại bảng có tác động tối mức độ nhạy cảm với lãi suất của các tài sản và công nợ (thuẩn),-,-,(1.406.920),1.337.135,324.741,571.006,8.331,-,834.293,,,-1406920.0,1337135.0,324741.0,571006.0,8331.0,,834293.0
"Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh nhạy cảm với lãi suất nội, ngoại bảng",7.056.957,8.872.085,(80.083.717),18.779.848,2.316.338,82.040.322,1.601.410,7.850.894,48.434.137,7056957.0,8872085.0,-80083717.0,18779848.0,2316338.0,82040322.0,1601410.0,7850894.0,48434137.0
