row_label_raw,row_label_full,col_0,31/12/2025 triệu đồng,31/12/2024 triệu đồng,numeric__31/12/2025 triệu đồng,numeric__31/12/2024 triệu đồng
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,4.017.129,1.952.684,4017129.0,1952684.0
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,430.070,352.414,430070.0,352414.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,3.587.059,1.600.270,3587059.0,1600270.0
- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,36.602,35.874,36602.0,35874.0
- Phải thu từ hoạt động tài trợ thương mại,- Phải thu từ hoạt động tài trợ thương mại,- Phải thu từ hoạt động tài trợ thương mại,738.924,32.563,738924.0,32563.0
- Tạm ứng chi phí xử lý tài sản bảo đảm,- Tạm ứng chi phí xử lý tài sản bảo đảm,- Tạm ứng chi phí xử lý tài sản bảo đảm,7.448,9.011,7448.0,9011.0
- Phải thu hoa hồng bảo hiểm,- Phải thu hoa hồng bảo hiểm,- Phải thu hoa hồng bảo hiểm,549.179,117.359,549179.0,117359.0
- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,1.370.000,667.749,1370000.0,667749.0
- Chi phí mua sắm tài sản cố định và xây dựng cơ bản đồ dang,- Chi phí mua sắm tài sản cố định và xây dựng cơ bản đồ dang,- Chi phí mua sắm tài sản cố định và xây dựng cơ bản đồ dang,884.906,737.714,884906.0,737714.0
"Các khoản lãi, phí phải thu (i)","Các khoản lãi, phí phải thu (i)","Các khoản lãi, phí phải thu (i)",3.902.271,2.572.270,3902271.0,2572270.0
Tài sản Có khác (ii),Tài sản Có khác (ii),Tài sản Có khác (ii),2.030.721,1.137.572,2030721.0,1137572.0
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,965,1.002,965.0,1002.0
Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác (*),Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác (*),Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác (*),-,(244),,-244.0
,,,9.951.086,5.663.284,9951086.0,5663284.0
