row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,31/12/2024,31/12/2024_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2024,numeric__31/12/2024_1
,,,triệu đồng,%,triệu đồng,%,,,,
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",830.616,"0,22",875.303,"0,27",830616.0,0.22,875303.0,0.27
Khai khoáng,Khai khoáng,Khai khoáng,985.136,"0,26",1.994.885,"0,62",985136.0,0.26,1994885.0,0.62
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",19.457.078,"5,09",19.648.895,"6,06",19457078.0,5.09,19648895.0,6.06
"Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí",5.716.552,"1,50",3.935.354,"1,21",5716552.0,1.5,3935354.0,1.21
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",170.084,"0,04",133.070,"0,04",170084.0,0.04,133070.0,0.04
Xây dựng,Xây dựng,Xây dựng,6.585.657,"1,72",3.402.170,"1,05",6585657.0,1.72,3402170.0,1.05
"Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có động cơ khác",39.955.299,"10,46",23.755.780,"7,33",39955299.0,10.46,23755780.0,7.33
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,12.478.803,"3,27",9.208.267,"2,84",12478803.0,3.27,9208267.0,2.84
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,4.772.320,"1,25",1.354.475,"0,42",4772320.0,1.25,1354475.0,0.42
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,243.277,"0,06",597.807,"0,18",243277.0,0.06,597807.0,0.18
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",32.515.546,"8,51",17.686.741,"5,46",32515546.0,8.51,17686741.0,5.46
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,21.088.256,"5,52",5.695.936,"1,76",21088256.0,5.52,5695936.0,1.76
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",2.003.535,"0,52",1.287.842,"0,40",2003535.0,0.52,1287842.0,0.4
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,441.685,"0,12",298.338,"0,09",441685.0,0.12,298338.0,0.09
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,1.284.600,"0,34",735.418,"0,23",1284600.0,0.34,735418.0,0.23
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,489.299,"0,13",74.935,"0,02",489299.0,0.13,74935.0,0.02
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",2.075.152,"0,54",42.897,"0,01",2075152.0,0.54,42897.0,0.01
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,280.346,"0,07",97.756,"0,03",280346.0,0.07,97756.0,0.03
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",230.598.775,"60,38",233.183.844,"71,98",230598775.0,60.38,233183844.0,71.98
,,,381.972.016,"100,00",324.009.713,"100,00",381972016.0,100.0,324009713.0,100.0
