row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 101.389.844.451 > 117.514.576.453 > 352.543.729.360 > 758.223.458.442,Số đầu nămVND > 186.994.533.006 > 122.537.179.708 > 353.974.733.160 > 879.608.102.600,numeric__Số cuối nămVND > 101.389.844.451 > 117.514.576.453 > 352.543.729.360 > 758.223.458.442,numeric__Số đầu nămVND > 186.994.533.006 > 122.537.179.708 > 353.974.733.160 > 879.608.102.600
,,,1.329.671.608.706,1.543.114.548.474,1329671608706.0,1543114548474.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),(101.389.844.451),(186.994.533.006),-101389844451.0,-186994533006.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,1.228.281.764.255,1.356.120.015.468,1228281764255.0,1356120015468.0
