row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2025 Nghìn VND,2024 Nghìn VND,numeric__Mã số,numeric__Thuyết minh,numeric__2025 Nghìn VND,numeric__2024 Nghìn VND
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,15,170.005.339,245.564.883,21.0,15.0,170005339.0,245564883.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,16,164.744.233,240.976.620,22.0,16.0,164744233.0,240976620.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,154.674.553,240.203.591,23.0,,154674553.0,240203591.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,,4.684.088,4.023.369,26.0,,4684088.0,4023369.0
Lợi nhuận thuần từ hoạt động kinh doanh (30 = 21 - 22 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 21 - 22 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 21 - 22 - 26),30,,577.018,564.894,30.0,,577018.0,564894.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,24.081,2.145,32.0,,24081.0,2145.0
Lỗ từ các hoạt động khác (40 = - 32),Lỗ từ các hoạt động khác (40 = - 32),Lỗ từ các hoạt động khác (40 = - 32),40,,(24.081),(2.145),40.0,,-24081.0,-2145.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,552.937,562.749,50.0,,552937.0,562749.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,17,108.520,119.862,51.0,17.0,108520.0,119862.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),60,,444.417,442.887,60.0,,444417.0,442887.0
