row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2025Nghìn VND,1/1/2025Nghìn VND,,
Các bên liên quan,Các bên liên quan,Các bên liên quan,Các bên liên quan,Các bên liên quan,,
Công ty Cổ phần Tập đoàn Masan – Công ty mẹ cấp cao nhất,Các bên liên quan > Công ty Cổ phần Tập đoàn Masan – Công ty mẹ cấp cao nhất,Công ty Cổ phần Tập đoàn Masan – Công ty mẹ cấp cao nhất,10.677.151,1.140.246,10677151.0,1140246.0
Các bên khác,Các bên khác,Các bên khác,Các bên khác,Các bên khác,,
Công ty TNHH ERM Việt Nam,Các bên khác > Công ty TNHH ERM Việt Nam,Công ty TNHH ERM Việt Nam,7.113.227,-,7113227.0,
Các nhà cung cấp khác,Các bên khác > Các nhà cung cấp khác,Các nhà cung cấp khác,795.936,1.536.601,795936.0,1536601.0
,,,18.586.314,2.676.847,18586314.0,2676847.0
