row_label_raw,row_label_full,col_0,Vốn cổ phần Nghìn VND,Thặng dư vốn cổ phần Nghìn VND,Lợi nhuận sau thuế chưa phân phối Nghìn VND,Tổng cộng Nghìn VND,numeric__Vốn cổ phần Nghìn VND,numeric__Thặng dư vốn cổ phần Nghìn VND,numeric__Lợi nhuận sau thuế chưa phân phối Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư tại ngày 1/1/2024,Số dư tại ngày 1/1/2024,Số dư tại ngày 1/1/2024,10.991.554.200,1.098.259.892,68.891.058,12.158.705.150,10991554200.0,1098259892.0,68891058.0,12158705150.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,442.887,442.887,,,442887.0,442887.0
Số dư tại ngày 1/1/2025,Số dư tại ngày 1/1/2025,Số dư tại ngày 1/1/2025,10.991.554.200,1.098.259.892,69.333.945,12.159.148.037,10991554200.0,1098259892.0,69333945.0,12159148037.0
Phát hành cổ phiếu phổ thông theo kế hoạch về quyền chọn mua cổ phần cho nhân viên,Phát hành cổ phiếu phổ thông theo kế hoạch về quyền chọn mua cổ phần cho nhân viên,Phát hành cổ phiếu phổ thông theo kế hoạch về quyền chọn mua cổ phần cho nhân viên,6.741.000,(50.000),-,6.691.000,6741000.0,-50000.0,,6691000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,444.417,444.417,,,444417.0,444417.0
Số dư tại ngày 31/12/2025,Số dư tại ngày 31/12/2025,Số dư tại ngày 31/12/2025,10.998.295.200,1.098.209.892,69.778.362,12.166.283.454,10998295200.0,1098209892.0,69778362.0,12166283454.0
