row_label_raw,row_label_full,col_0,31/12/2025VND’000,1/1/2025VND’000,numeric__31/12/2025VND’000,numeric__1/1/2025VND’000
Bond custodian agent and bondholder representative fees,Bond custodian agent and bondholder representative fees,Bond custodian agent and bondholder representative fees,"7,033,082",-,,
Other expenses,Other expenses,Other expenses,"14,055,481",-,,
,,,"21,088,563",-,,
