row_label_raw,row_label_full,col_0,2025,2025_1,2024,2024_1,numeric__2025,numeric__2025_1,numeric__2024,numeric__2024_1
,,,Số cổ phiếu,Nghìn VND,Số cổ phiếu,Nghìn VND,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.099.155.420,10.991.554.200,1.099.155.420,10.991.554.200,1099155420.0,10991554200.0,1099155420.0,10991554200.0
Phát hành cổ phiếu phổ thông theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (*),Phát hành cổ phiếu phổ thông theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (*),Phát hành cổ phiếu phổ thông theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (*),674.100,6.741.000,-,-,674100.0,6741000.0,,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.099.829.520,10.998.295.200,1.099.155.420,10.991.554.200,1099829520.0,10998295200.0,1099155420.0,10991554200.0
