row_label_raw,row_label_full,col_0,Nơi thành lập và hoạt động,Tỷ lệ góp vốn,Tỷ lệ quyền biểu quyết nằm giữ,Giá trị đau tư tai ngày cuối năm VND,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ góp vốn,numeric__Tỷ lệ quyền biểu quyết nằm giữ,numeric__Giá trị đau tư tai ngày cuối năm VND,numeric__Hoạt động chính
Công ty Cổ phần Nhà và Thường mại Dầu khí,Công ty Cổ phần Nhà và Thường mại Dầu khí,Công ty Cổ phần Nhà và Thường mại Dầu khí,Quảng Ngãi,"83,26%","83,26%",145.892.845.365,"Quản lý nhà ở và kinh doanh dịch vụ khu dân cư, khu đô thị",,0.8326,0.8326,145892845365.0,
Công ty Cổ phần Nhiên liệu Sinh học Dầu khíMiền Trunga,Công ty Cổ phần Nhiên liệu Sinh học Dầu khíMiền Trunga,Công ty Cổ phần Nhiên liệu Sinh học Dầu khíMiền Trunga,Quảng Ngãi,"65,54%","61,00%",742.165.320.000,"Sản xuất, nhập khẩu các sản phẩm nhiên liệu sinh học",,0.6554000000000001,0.61,742165320000.0,
