row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,25,81.332.535.650.100,73.686.068.980.619,1.0,25.0,81332535650100.0,73686068980619.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,25,4.460.320,18.165.007,2.0,25.0,4460320.0,18165007.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,25,81.332.531.189.780,73.686.050.815.612,10.0,25.0,81332531189780.0,73686050815612.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,26,72.239.469.655.221,67.353.007.246.481,11.0,26.0,72239469655221.0,67353007246481.0
5. Lợi nhuận góp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận góp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận góp về bán hàng và cung cấp dịch vụ (20=10-11),20,,9.093.061.534.559,6.333.043.569.131,20.0,,9093061534559.0,6333043569131.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,28,782.628.947.337,928.278.797.340,21.0,28.0,782628947337.0,928278797340.0
7. Chỉ phí tài chính,7. Chỉ phí tài chính,7. Chỉ phí tài chính,22,29,571.712.433.072,1.098.134.057.429,22.0,29.0,571712433072.0,1098134057429.0
- Trong đó: Chỉ phí lãi vay,- Trong đó: Chỉ phí lãi vay,- Trong đó: Chỉ phí lãi vay,23,,530.351.284.309,646.911.907.686,23.0,,530351284309.0,646911907686.0
8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,25,30,588.195.412.527,617.839.488.165,25.0,30.0,588195412527.0,617839488165.0
9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,26,30,571.112.198.825,830.705.955.545,26.0,30.0,571112198825.0,830705955545.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,8.144.670.437.472,4.714.642.865.332,30.0,,8144670437472.0,4714642865332.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,18.796.466.320,25.493.245.441,31.0,,18796466320.0,25493245441.0
12. Chỉ phí khác,12. Chỉ phí khác,12. Chỉ phí khác,32,,53.397.570.642,36.312.337.122,32.0,,53397570642.0,36312337122.0
13. (Lỗ) khác (40=31-32),13. (Lỗ) khác (40=31-32),13. (Lỗ) khác (40=31-32),40,31,(34.601.104.322),(10.819.091.681),40.0,31.0,-34601104322.0,-10819091681.0
14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,8.110.069.333.150,4.703.823.773.651,50.0,,8110069333150.0,4703823773651.0
15. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,15. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,15. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,51,32,433.696.647.412,263.537.333.936,51.0,32.0,433696647412.0,263537333936.0
16. Chỉ phí thuế thu nhập doanh nghiệp hoãn lại,16. Chỉ phí thuế thu nhập doanh nghiệp hoãn lại,16. Chỉ phí thuế thu nhập doanh nghiệp hoãn lại,52,,3.853.841.532,4.551.838.552,52.0,,3853841532.0,4551838552.0
17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,7.672.518.844.206,4.435.734.601.163,60.0,,7672518844206.0,4435734601163.0
17.1. Lợi nhuận sau thuế của Công ty mẹ,17.1. Lợi nhuận sau thuế của Công ty mẹ,17.1. Lợi nhuận sau thuế của Công ty mẹ,61,,7.710.713.725.518,4.483.216.556.061,61.0,,7710713725518.0,4483216556061.0
17.2. (Lỗ) sau thuế của Cổ đông không kiểm soát,17.2. (Lỗ) sau thuế của Cổ đông không kiểm soát,17.2. (Lỗ) sau thuế của Cổ đông không kiểm soát,62,,(30.450.881.676),(47.481.954.899),62.0,,-30450881676.0,-47481954899.0
