row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
Chi nhánh Tổng công ty Dung dịch khoan và Hóa phẩm dầu khí - Công ty Cổ phần tại Hồ Chí Minh,Phải trả nhà cung cấp > Chi nhánh Tổng công ty Dung dịch khoan và Hóa phẩm dầu khí - Công ty Cổ phần tại Hồ Chí Minh,Chi nhánh Tổng công ty Dung dịch khoan và Hóa phẩm dầu khí - Công ty Cổ phần tại Hồ Chí Minh,1.348.821.054,-,1348821054.0,
Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Ứng dụng và Chuyển giao Công nghệ,Phải trả nhà cung cấp > Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Ứng dụng và Chuyển giao Công nghệ,Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Ứng dụng và Chuyển giao Công nghệ,950.746.895,899.514.000,950746895.0,899514000.0
Chi nhánh Viện Dầu khí Việt Nam - Trung tâm nghiên cứu Kinh tế và Quản lý Dầu khí,Phải trả nhà cung cấp > Chi nhánh Viện Dầu khí Việt Nam - Trung tâm nghiên cứu Kinh tế và Quản lý Dầu khí,Chi nhánh Viện Dầu khí Việt Nam - Trung tâm nghiên cứu Kinh tế và Quản lý Dầu khí,761.195.434,1.522.391.738,761195434.0,1522391738.0
Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến,Phải trả nhà cung cấp > Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến,Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến,700.859.500,700.859.500,700859500.0,700859500.0
Công ty Cổ phần Đào tạo Kỹ thuật PVD,Phải trả nhà cung cấp > Công ty Cổ phần Đào tạo Kỹ thuật PVD,Công ty Cổ phần Đào tạo Kỹ thuật PVD,656.392.000,-,656392000.0,
Viện Dầu khí Việt Nam,Phải trả nhà cung cấp > Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,620.173.920,-,620173920.0,
Chi nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Phải trả nhà cung cấp > Chi nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Chi nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,597.442.250,675.241.900,597442250.0,675241900.0
Công ty Cổ phần Tư vấn Dầu tư và Thiết kế Dầu khí,Phải trả nhà cung cấp > Công ty Cổ phần Tư vấn Dầu tư và Thiết kế Dầu khí,Công ty Cổ phần Tư vấn Dầu tư và Thiết kế Dầu khí,517.002.811,488.582.922,517002811.0,488582922.0
Công ty Cổ phần Xăng dầu Dầu khí PVOIL Miền Trung,Phải trả nhà cung cấp > Công ty Cổ phần Xăng dầu Dầu khí PVOIL Miền Trung,Công ty Cổ phần Xăng dầu Dầu khí PVOIL Miền Trung,501.856.810,423.020.260,501856810.0,423020260.0
Công ty Cổ phần Vận tải Dầu khí Đông Dương,Phải trả nhà cung cấp > Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công ty Cổ phần Vận tải Dầu khí Đông Dương,500.729.185,375.827.788,500729185.0,375827788.0
Tổng Công ty Bảo hiểm PVI,Phải trả nhà cung cấp > Tổng Công ty Bảo hiểm PVI,Tổng Công ty Bảo hiểm PVI,267.780.330,-,267780330.0,
Trường Đại học Dầu khí,Phải trả nhà cung cấp > Trường Đại học Dầu khí,Trường Đại học Dầu khí,139.020.025,1.153.178.437,139020025.0,1153178437.0
Công ty Cổ phần Vận tải Dầu khí Cửu Long,Phải trả nhà cung cấp > Công ty Cổ phần Vận tải Dầu khí Cửu Long,Công ty Cổ phần Vận tải Dầu khí Cửu Long,81.907.700,1.816.967.158,81907700.0,1816967158.0
Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Phải trả nhà cung cấp > Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,-,23.832.005.184,,23832005184.0
Công ty Cổ phần Chứng khoán Dầu khí,Phải trả nhà cung cấp > Công ty Cổ phần Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí,-,176.000.000,,176000000.0
Chi nhánh Côn Sơn - Công ty Cổ phần Dịch vụ Vận tải Dầu khí Cửu Long,Phải trả nhà cung cấp > Chi nhánh Côn Sơn - Công ty Cổ phần Dịch vụ Vận tải Dầu khí Cửu Long,Chi nhánh Côn Sơn - Công ty Cổ phần Dịch vụ Vận tải Dầu khí Cửu Long,-,53.471.000,,53471000.0
Công ty Cổ phần Phân bón và Hoá chất Dầu khí Miền Trung,Phải trả nhà cung cấp > Công ty Cổ phần Phân bón và Hoá chất Dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hoá chất Dầu khí Miền Trung,-,33.000,,33000.0
,,,4.986.598.642.898,3.404.020.104.755,4986598642898.0,3404020104755.0
,,,Số cuối năm,Số đầu năm(Trình bày lại),,
,,,VND,VND,,
Phải trả khác,Phải trả khác,Phải trả khác,Phải trả khác,Phải trả khác,,
Tập đoàn Dầu khí Việt Nam,Phải trả khác > Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,2.941.062.616.325,4.153.686.717.039,2941062616325.0,4153686717039.0
Ban Quản lý Dự án Nhà máy lọc dầu Dung Quất,Phải trả khác > Ban Quản lý Dự án Nhà máy lọc dầu Dung Quất,Ban Quản lý Dự án Nhà máy lọc dầu Dung Quất,170.465.427.043,169.509.265.435,170465427043.0,169509265435.0
,,,3.111.528.043.368,4.323.195.982.474,3111528043368.0,4323195982474.0
