row_label_raw,row_label_full,Bên liên quan,Mỗi quan hệ,numeric__Mỗi quan hệ
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Chủ sở hữu,
Các công ty trong Tập đoàn Dầu khí Việt Nam,Các công ty trong Tập đoàn Dầu khí Việt Nam,Các công ty trong Tập đoàn Dầu khí Việt Nam,Cùng chủ sở hữu,
