row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
1. Tiền thu từ nhận vốn góp của chủ sở hữu,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ nhận vốn góp của chủ sở hữu,1. Tiền thu từ nhận vốn góp của chủ sở hữu,31,414.447.000.000,721.035.519.804,31.0,414447000000.0,721035519804.0
2. Tiền thu từ đi vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền thu từ đi vay,2. Tiền thu từ đi vay,33,9.189.743.994.584,9.643.230.350.903,33.0,9189743994584.0,9643230350903.0
3. Tiền trả nợ gốc vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Tiền trả nợ gốc vay,3. Tiền trả nợ gốc vay,34,(11.409.262.803.747),(12.696.345.674.729),34.0,-11409262803747.0,-12696345674729.0
"4. Cố tức, lợi nhuận đã trả cho chủ sở hữu (*)","III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4. Cố tức, lợi nhuận đã trả cho chủ sở hữu (*)","4. Cố tức, lợi nhuận đã trả cho chủ sở hữu (*)",36,(7.616.872.481.859),(1.552.597.371.841),36.0,-7616872481859.0,-1552597371841.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(9.421.944.291.022),(3.884.677.175.863),40.0,-9421944291022.0,-3884677175863.0
Lưu chuyển tiền thuần trong năm (50=20+30+40),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (50=20+30+40),Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(193.349.621.646),(77.236.705.791),50.0,-193349621646.0,-77236705791.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,12.784.487.396.432,12.861.331.196.548,60.0,12784487396432.0,12861331196548.0
Ảnh hưởng của thay đổi tỷ giá hồi doài quy đối ngoại tệ,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hồi doài quy đối ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hồi doài quy đối ngoại tệ,61,(80.526.790),392.905.675,61.0,-80526790.0,392905675.0
Tiền và tương đương tiền cuối năm (70=50+60+61),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm (70=50+60+61),Tiền và tương đương tiền cuối năm (70=50+60+61),70,12.591.057.247.996,12.784.487.396.432,70.0,12591057247996.0,12784487396432.0
