row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,VND,VND,,
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,,
Tổng Công ty Dầu Việt Nam - Công ty TNHH MTV,Doanh thu bán hàng và cung cấp dịch vụ > Tổng Công ty Dầu Việt Nam - Công ty TNHH MTV,Tổng Công ty Dầu Việt Nam - Công ty TNHH MTV,14.243.852.590.226,16.288.247.546.755,14243852590226.0,16288247546755.0
Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Nam,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Nam,Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Nam,1.183.339.779.623,893.218.097.132,1183339779623.0,893218097132.0
Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Bắc,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Bắc,Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Bắc,1.110.176.887.077,847.263.306.035,1110176887077.0,847263306035.0
Công ty Kinh doanh Sản phẩm khí,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Kinh doanh Sản phẩm khí,Công ty Kinh doanh Sản phẩm khí,839.792.533.867,677.131.400.058,839792533867.0,677131400058.0
Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,Doanh thu bán hàng và cung cấp dịch vụ > Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,392.109.168.751,394.508.452.484,392109168751.0,394508452484.0
Chỉ nhánh Tổng Công ty Cổ phần Vận tài Dầu khí tạ! Quảng Ngãi,Doanh thu bán hàng và cung cấp dịch vụ > Chỉ nhánh Tổng Công ty Cổ phần Vận tài Dầu khí tạ! Quảng Ngãi,Chỉ nhánh Tổng Công ty Cổ phần Vận tài Dầu khí tạ! Quảng Ngãi,78.596.365.561,90.826.697.076,78596365561.0,90826697076.0
Công ty Cổ phần Vận tải Dầu khí Phương Đông Việt,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Vận tải Dầu khí Phương Đông Việt,Công ty Cổ phần Vận tải Dầu khí Phương Đông Việt,1.674.248.764,3.010.440.419,1674248764.0,3010440419.0
Công ty TNHH MTV Hóa phẩm Dầu khí Miền Trung,Doanh thu bán hàng và cung cấp dịch vụ > Công ty TNHH MTV Hóa phẩm Dầu khí Miền Trung,Công ty TNHH MTV Hóa phẩm Dầu khí Miền Trung,1.656.112.941,332.550.930,1656112941.0,332550930.0
Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,1.092.831.351,693.406.221,1092831351.0,693406221.0
Tổng Công ty Bảo hiểm PVI,Doanh thu bán hàng và cung cấp dịch vụ > Tổng Công ty Bảo hiểm PVI,Tổng Công ty Bảo hiểm PVI,535.560.660,-,535560660.0,
Tập đoàn Dầu khí Việt Nam,Doanh thu bán hàng và cung cấp dịch vụ > Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,414.418.095,38.421.809.136,414418095.0,38421809136.0
