row_label_raw,row_label_full,Tên,Chức vụ,Năm nay,Năm trước,numeric__Chức vụ,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Ông Hoàng Trọng Dũng,Ông Hoàng Trọng Dũng,Ông Hoàng Trọng Dũng,Chủ tịch HĐQT,1.738.033.235,799.205.455,,1738033235.0,799205455.0
Ông Lê Cự Tân,Ông Lê Cự Tân,Ông Lê Cự Tân,Thành viên HĐQT/ Tổng Giám đốc,2.003.173.733,1.735.123.131,,2003173733.0,1735123131.0
Ông Dương Trí Hội,Ông Dương Trí Hội,Ông Dương Trí Hội,Thành viên HĐQT,1.740.705.755,1.517.014.616,,1740705755.0,1517014616.0
Ông Trịnh Văn Khiêm,Ông Trịnh Văn Khiêm,Ông Trịnh Văn Khiêm,Thành viên HĐQT,1.582.343.345,1.076.096.910,,1582343345.0,1076096910.0
Ông Louis T.Nguyen,Ông Louis T.Nguyen,Ông Louis T.Nguyen,Thành viên HĐQT không chuyên trách,192.000.000,238.705.118,,192000000.0,238705118.0
Ông Tạ Quang Huy,Ông Tạ Quang Huy,Ông Tạ Quang Huy,Phó Tổng Giám đốc,1.447.297.476,1.003.602.682,,1447297476.0,1003602682.0
Ông Lê Văn Quốc Việt,Ông Lê Văn Quốc Việt,Ông Lê Văn Quốc Việt,Phó Tổng Giám đốc,1.740.705.755,1.517.014.616,,1740705755.0,1517014616.0
Bà Trần Thị Phương Thảo,Bà Trần Thị Phương Thảo,Bà Trần Thị Phương Thảo,Phó Tổng Giám đốc,1.740.705.755,1.517.014.616,,1740705755.0,1517014616.0
Bà Lê Thị Thu Hương,Bà Lê Thị Thu Hương,Bà Lê Thị Thu Hương,Phó Tổng Giám đốc,1.741.165.755,1.504.649.153,,1741165755.0,1504649153.0
Ông Cao Trung Kiên,Ông Cao Trung Kiên,Ông Cao Trung Kiên,Phó Tổng Giám đốc,1.632.079.997,1.376.066.356,,1632079997.0,1376066356.0
Ông Đào Văn Ngọc,Ông Đào Văn Ngọc,Ông Đào Văn Ngọc,Phó Tổng Giám đốc,1.598.276.612,1.158.620.036,,1598276612.0,1158620036.0
Ông Huỳnh Kim Nhân,Ông Huỳnh Kim Nhân,Ông Huỳnh Kim Nhân,Trường ban Kiểm soát,1.740.705.755,1.517.014.616,,1740705755.0,1517014616.0
Ông Lê Vinh Văn,Ông Lê Vinh Văn,Ông Lê Vinh Văn,Thành viên ban Kiểm soát,1.438.465.302,1.247.905.619,,1438465302.0,1247905619.0
Ông Lương Phương,Ông Lương Phương,Ông Lương Phương,Thành viên ban Kiểm soát không chuyên trách,128.000.000,206.877.767,,128000000.0,206877767.0
Ông Võ Ngọc Phương,Ông Võ Ngọc Phương,Ông Võ Ngọc Phương,Kế toán trưởng,1.576.923.395,1.369.847.515,,1576923395.0,1369847515.0
,,,,22.040.581.870,17.784.758.206,,22040581870.0,17784758206.0
