row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,16.622.736.226.086,11.654.886.608.142,,1.0,,16622736226086.0,11654886608142.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,27,157.967.795.350,52.494.617.611,,2.0,27.0,157967795350.0,52494617611.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,27,16.464.768.430.736,11.602.391.990.531,,10.0,27.0,16464768430736.0,11602391990531.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,27,9.003.934.350.186,7.221.660.978.116,,11.0,27.0,9003934350186.0,7221660978116.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,7.460.834.080.550,4.380.731.012.415,,20.0,,7460834080550.0,4380731012415.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,29,442.796.721.799,197.327.500.376,,21.0,29.0,442796721799.0,197327500376.0
7.,7.,7.,Chi phí tài chính,22,30,81.865.010.414,72.392.854.149,,22.0,30.0,81865010414.0,72392854149.0
,,,- Trong đó: Chi phí lãi vay,23,,61.534.621.526,67.647.646.187,,23.0,,61534621526.0,67647646187.0
8.,8.,8.,Chi phí bán hàng,25,31,844.472.321.427,687.894.825.564,,25.0,31.0,844472321427.0,687894825564.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,31,484.612.685.216,355.121.608.650,,26.0,31.0,484612685216.0,355121608650.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,6.492.680.785.292,3.462.649.224.428,,30.0,,6492680785292.0,3462649224428.0
11.,11.,11.,Thu nhập khác,31,,16.069.847.262,150.947.981.287,,31.0,,16069847262.0,150947981287.0
12.,12.,12.,Chi phí khác,32,,1.945.364.179,1.731.044.180,,32.0,,1945364179.0,1731044180.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,14.124.483.083,149.216.937.107,,40.0,,14124483083.0,149216937107.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,6.506.805.268.375,3.611.866.161.535,,50.0,,6506805268375.0,3611866161535.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,1.105.712.654.413,550.156.610.990,,51.0,32.0,1105712654413.0,550156610990.0
16.,16.,16.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,32,(109.604.973.591),31.309.838.749,,52.0,32.0,-109604973591.0,31309838749.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,5.510.697.587.553,3.030.399.711.796,,60.0,,5510697587553.0,3030399711796.0
