row_label_raw,row_label_full,STT > 1 > 2,Tên đơn vị trực thuộc > Nhà máy Đạm Phú Mỹ > Chi nhánh Tổng Công ty tại Thành phố Hồ Chí Minh,"Địa chỉ > Khu công nghiệp Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu, Việt Nam > Số 27 Đình Bộ Lĩnh, phường 24, quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",numeric__Tên đơn vị trực thuộc > Nhà máy Đạm Phú Mỹ > Chi nhánh Tổng Công ty tại Thành phố Hồ Chí Minh,"numeric__Địa chỉ > Khu công nghiệp Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu, Việt Nam > Số 27 Đình Bộ Lĩnh, phường 24, quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam"
3,3,3,Chi nhánh Tổng Công ty tại Campuchia (i),"Thủ đô Phnom Penh, Campuchia",,
4,4,4,Ban Quản lý Dự án chuyên ngành Phân bón và Hóa chất Dầu khí,"Khu công nghiệp Phú Mỹ 1, phường Phú Mỹ, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu, Việt Nam",,
