row_label_raw,row_label_full,Chi tiêu,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > VND Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > VND Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
- Công ty Cổ phần Synnex FPT,- Công ty Cổ phần Synnex FPT,- Công ty Cổ phần Synnex FPT,200.000.000.000,200.000.000.000,-,200.000.000.000,-,-,200000000000.0,200000000000.0,,200000000000.0,,
- Công ty TNHH Giáo dục FPT,- Công ty TNHH Giáo dục FPT,- Công ty TNHH Giáo dục FPT,200.000.000.000,200.000.000.000,836.000.000.000,706.000.000.000,330.000.000.000,330.000.000.000,200000000000.0,200000000000.0,836000000000.0,706000000000.0,330000000000.0,330000000000.0
- Công ty TNHH Hệ thống Thông tin FPT,- Công ty TNHH Hệ thống Thông tin FPT,- Công ty TNHH Hệ thống Thông tin FPT,-,-,1.260.000.000.000,1.060.000.000.000,200.000.000.000,200.000.000.000,,,1260000000000.0,1060000000000.0,200000000000.0,200000000000.0
,,,400.000.000.000,400.000.000.000,2.096.000.000.000,1.966.000.000.000,530.000.000.000,530.000.000.000,400000000000.0,400000000000.0,2096000000000.0,1966000000000.0,530000000000.0,530000000000.0
