row_label_raw,row_label_full,Tổng Công ty Cổ phần Đầu tư Xây dựng Và Thươngmại Việt Nam (i),Số cuối nămVND > 72.489.748.706,Số đầu nămVND > -,numeric__Số cuối nămVND > 72.489.748.706,numeric__Số đầu nămVND > -
Nhà cung cấp khác,Nhà cung cấp khác,Nhà cung cấp khác,3.285.388.977,1.811.627.443,3285388977.0,1811627443.0
,,,75.775.137.683,1.811.627.443,75775137683.0,1811627443.0
