row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,21,265.724.099.691,248.419.557.089,,1.0,21.0,265724099691.0,248419557089.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,21,4.209.804.435,1.940.969.031,,2.0,21.0,4209804435.0,1940969031.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,21,261.514.295.256,246.478.588.058,,10.0,21.0,261514295256.0,246478588058.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ đã cung cấp,11,22,106.074.366.404,92.557.473.890,,11.0,22.0,106074366404.0,92557473890.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,155.439.928.852,153.921.114.168,,20.0,,155439928852.0,153921114168.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,24,1.357.839.245.972,3.335.876.605.771,,21.0,24.0,1357839245972.0,3335876605771.0
7.,7.,7.,Chi phí tài chính,22,25,36.439.308.955,93.797.603.167,,22.0,25.0,36439308955.0,93797603167.0
,,,- Trong đó: Chi phí lãi vay,23,,32.537.002.190,91.142.970.660,,23.0,,32537002190.0,91142970660.0
8.,8.,8.,Chi phí bán hàng,25,,4.565.276.713,3.586.769.981,,25.0,,4565276713.0,3586769981.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,,288.793.958.191,210.067.318.025,,26.0,,288793958191.0,210067318025.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,1.183.480.630.965,3.182.346.028.766,,30.0,,1183480630965.0,3182346028766.0
11.,11.,11.,Thu nhập khác,31,,4.527.288.786,1.259.479.491,,31.0,,4527288786.0,1259479491.0
12.,12.,12.,Chi phí khác,32,,86.647.043,1.239.817.156,,32.0,,86647043.0,1239817156.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,4.440.641.743,19.662.335,,40.0,,4440641743.0,19662335.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.187.921.272.708,3.182.365.691.101,,50.0,,1187921272708.0,3182365691101.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,26,17.483.628.253,203.370.592.277,,51.0,26.0,17483628253.0,203370592277.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,1.170.437.644.455,2.978.995.098.824,,60.0,,1170437644455.0,2978995098824.0
