row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGÁN HẠN,100,,3.950.524.016.425,5.329.441.848.610,,100.0,,3950524016425.0,5329441848610.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,1.028.875.665.356,1.543.531.025.225,,110.0,4.0,1028875665356.0,1543531025225.0
1.,1.,1.,Tiền,111,,203.875.665.356,159.931.025.225,,111.0,,203875665356.0,159931025225.0
2.,2.,2.,Các khoản tương đương tiền,112,,825.000.000.000,1.383.600.000.000,,112.0,,825000000000.0,1383600000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,1.743.000.000.000,2.681.400.000.000,,120.0,5.0,1743000000000.0,2681400000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,1.743.000.000.000,2.681.400.000.000,,123.0,,1743000000000.0,2681400000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.148.997.297.100,1.093.590.824.150,,130.0,,1148997297100.0,1093590824150.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,131.485.453.330,61.914.578.338,,131.0,6.0,131485453330.0,61914578338.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,75.775.137.683,1.811.627.443,,132.0,7.0,75775137683.0,1811627443.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,8,48.500.000.000,34.500.000.000,,135.0,8.0,48500000000.0,34500000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,9,904.199.706.087,995.364.618.369,,136.0,9.0,904199706087.0,995364618369.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,,(10.963.000.000),-,,137.0,,-10963000000.0,
IV.,IV.,IV.,Hàng tôn kho,140,,181.147.253,298.547.253,,140.0,,181147253.0,298547253.0
1.,1.,1.,Hàng tôn kho,141,,181.147.253,298.547.253,,141.0,,181147253.0,298547253.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,29.469.906.716,10.621.451.982,,150.0,,29469906716.0,10621451982.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,,8.407.028.221,9.619.131.985,,151.0,,8407028221.0,9619131985.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,21.028.075.866,967.517.368,,152.0,,21028075866.0,967517368.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,16,34.802.629,34.802.629,,153.0,16.0,34802629.0,34802629.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,6.151.516.292.720,4.892.386.193.050,,200.0,,6151516292720.0,4892386193050.0
I.,I.,I.,Tài sản cố định,220,,79.901.500.337,79.231.338.997,,220.0,,79901500337.0,79231338997.0
1.,1.,1.,Tài sản cố định hữu hình,221,10,64.758.165.082,66.433.143.142,,221.0,10.0,64758165082.0,66433143142.0
,,,- Nguyên giá,222,,212.352.634.975,202.962.167.963,,222.0,,212352634975.0,202962167963.0
,,,- Giá trị hao mòn lũy kê,223,,(147.594.469.893),(136.529.024.821),,223.0,,-147594469893.0,-136529024821.0
2.,2.,2.,Tài sản cố định vô hình,227,11,15.143.335.255,12.798.195.855,,227.0,11.0,15143335255.0,12798195855.0
,,,- Nguyên giá,228,,77.789.991.892,71.226.891.892,,228.0,,77789991892.0,71226891892.0
,,,- Giá trị hao mòn lũy kê,229,,(62.646.656.637),(58.428.696.037),,229.0,,-62646656637.0,-58428696037.0
II.,II.,II.,Tài sản dở dang dài hạn,240,,796.443.112.117,399.733.566.606,,240.0,,796443112117.0,399733566606.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,12,796.443.112.117,399.733.566.606,,242.0,12.0,796443112117.0,399733566606.0
III.,III.,III.,Đầu tư tài chính dài hạn,250,5,5.272.613.409.012,4.411.264.696.145,,250.0,5.0,5272613409012.0,4411264696145.0
1.,1.,1.,Đầu tư vào công ty con,251,,4.779.613.409.012,3.929.613.409.012,,251.0,,4779613409012.0,3929613409012.0
2.,2.,2.,Đầu tư vào công ty liên kết,252,,492.500.000.000,492.500.000.000,,252.0,,492500000000.0,492500000000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,500.000.000,500.000.000,,253.0,,500000000.0,500000000.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,-,(11.348.712.867),,254.0,,,-11348712867.0
IV.,IV.,IV.,Tài sản dài hạn khác,260,,2.558.271.254,2.156.591.302,,260.0,,2558271254.0,2156591302.0
1.,1.,1.,Chi phí trả trước dài hạn,261,,2.558.271.254,2.156.591.302,,261.0,,2558271254.0,2156591302.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,10.102.040.309.145,10.221.828.041.660,,270.0,,10102040309145.0,10221828041660.0
