row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,1.068.438.706.363,971.355.319.833,,300.0,,1068438706363.0,971355319833.0
I.,I.,I.,Nợ ngắn hạn,310,,1.068.438.706.363,971.355.319.833,,310.0,,1068438706363.0,971355319833.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,15,210.736.755.515,79.608.251.523,,311.0,15.0,210736755515.0,79608251523.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,505.359.606,388.359.606,,312.0,,505359606.0,388359606.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,16,4.672.010.155,50.961.962.268,,313.0,16.0,4672010155.0,50961962268.0
4.,4.,4.,Phải trả người lao động,314,,2.686.194,2.686.194,,314.0,,2686194.0,2686194.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,17,38.119.024.140,30.738.911.788,,315.0,17.0,38119024140.0,30738911788.0
6.,6.,6.,Phải trả ngắn hạn khác,319,18,241.635.921.451,396.530.752.152,,319.0,18.0,241635921451.0,396530752152.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,19,530.000.000.000,400.000.000.000,,320.0,19.0,530000000000.0,400000000000.0
8.,8.,8.,Dự phòng phải trả ngắn hạn,321,,14.217.000.000,-,,321.0,,14217000000.0,
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,28.549.949.302,13.124.396.302,,322.0,,28549949302.0,13124396302.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,9.033.601.602.782,9.250.472.721.827,,400.0,,9033601602782.0,9250472721827.0
I.,I.,I.,Vốn chủ sở hữu,410,20,9.033.601.602.782,9.250.472.721.827,,410.0,20.0,9033601602782.0,9250472721827.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,6.136.367.720.000,5.309.611.050.000,,411.0,,6136367720000.0,5309611050000.0
,,,- Cổ phiếu phố thông có quyền,411a,,6.136.367.720.000,5.309.611.050.000,,,,6136367720000.0,5309611050000.0
2.,2.,2.,Thắng dư vốn cổ phần,412,,49.941.441.360,49.941.441.360,,412.0,,49941441360.0,49941441360.0
3.,3.,3.,Cổ phiếu quỹ,415,,(823.760.000),(823.760.000),,415.0,,-823760000.0,-823760000.0
4.,4.,4.,Quỹ đầu tư phát triển,418,,103.009.261,103.009.261,,418.0,,103009261.0,103009261.0
5.,5.,5.,Quỹ khác thuộc vốn chủ sở hữu,420,,87.203.093.024,87.203.093.024,,420.0,,87203093024.0,87203093024.0
6.,6.,6.,Lợi nhuận sau thuê chưa phân phối,421,,2.760.810.099.137,3.804.437.888.182,,421.0,,2760810099137.0,3804437888182.0
,,,- Lợi nhuận sau thuê chưa phân phối lũy kê đến cuối năm trước,421a,,2.203.926.850.682,1.362.856.000.825,,,,2203926850682.0,1362856000825.0
,,,- Lợi nhuận sau thuê chưa phân phối năm nay,421b,,556.883.248.455,2.441.581.887.357,,,,556883248455.0,2441581887357.0
,,,TỔNG CÔNG NGUỒN VỐN (440=300+400),440,,10.102.040.309.145,10.221.828.041.660,,440.0,,10102040309145.0,10221828041660.0
