row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,05 - 30,
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,03 - 20,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,06 - 10,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,03 - 10,
Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,04 - 05,
